dataset,article,strategy,classification,char_len
allsides,allsides_gun_control_and_gun_rights_r_2,simple,ok,1155
allsides,allsides_gun_control_and_gun_rights_r_2,vanilla,format_miss,1104
allsides,allsides_gun_control_and_gun_rights_r_3,cot_fewshot_mft,ok,994
allsides,allsides_gun_control_and_gun_rights_r_3,cot_fewshot,ok,1023
allsides,allsides_gun_control_and_gun_rights_r_3,cot,ok,1009
allsides,allsides_gun_control_and_gun_rights_r_3,oracle,ok,1083
allsides,allsides_gun_control_and_gun_rights_r_3,simple_fewshot_mft,ok,1307
allsides,allsides_gun_control_and_gun_rights_r_3,simple_fewshot,ok,860
allsides,allsides_gun_control_and_gun_rights_r_3,simple,ok,1105
allsides,allsides_gun_control_and_gun_rights_r_3,vanilla,ok,950
allsides,allsides_gun_control_and_gun_rights_r_4,cot_fewshot_mft,ok,1145
allsides,allsides_gun_control_and_gun_rights_r_4,cot_fewshot,ok,1185
allsides,allsides_gun_control_and_gun_rights_r_4,cot,ok,1059
allsides,allsides_gun_control_and_gun_rights_r_4,oracle,refusal,160
allsides,allsides_gun_control_and_gun_rights_r_4,simple_fewshot_mft,ok,1212
allsides,allsides_gun_control_and_gun_rights_r_4,simple_fewshot,ok,913
allsides,allsides_gun_control_and_gun_rights_r_4,simple,ok,965
allsides,allsides_gun_control_and_gun_rights_r_4,vanilla,ok,1032
allsides,allsides_gun_control_and_gun_rights_r_5,cot_fewshot_mft,ok,1256
allsides,allsides_gun_control_and_gun_rights_r_5,cot_fewshot,format_miss,1056
allsides,allsides_gun_control_and_gun_rights_r_5,cot,refusal,111
allsides,allsides_gun_control_and_gun_rights_r_5,oracle,ok,1002
allsides,allsides_gun_control_and_gun_rights_r_5,simple_fewshot_mft,ok,1075
allsides,allsides_gun_control_and_gun_rights_r_5,simple_fewshot,ok,1192
allsides,allsides_gun_control_and_gun_rights_r_5,simple,ok,988
allsides,allsides_gun_control_and_gun_rights_r_5,vanilla,ok,969
allsides,allsides_immigration_c_1,cot_fewshot_mft,ok,1146
allsides,allsides_immigration_c_1,cot_fewshot,ok,1168
allsides,allsides_immigration_c_1,cot,refusal,159
allsides,allsides_immigration_c_1,oracle,ok,966
allsides,allsides_immigration_c_1,simple_fewshot_mft,ok,982
allsides,allsides_immigration_c_1,simple_fewshot,ok,943
allsides,allsides_immigration_c_1,simple,ok,971
allsides,allsides_immigration_c_1,vanilla,ok,932
allsides,allsides_immigration_c_2,cot_fewshot_mft,ok,1183
allsides,allsides_immigration_c_2,cot_fewshot,ok,1160
allsides,allsides_immigration_c_2,cot,ok,1077
allsides,allsides_immigration_c_2,oracle,ok,981
allsides,allsides_immigration_c_2,simple_fewshot_mft,ok,1338
allsides,allsides_immigration_c_2,simple_fewshot,ok,927
allsides,allsides_immigration_c_2,simple,ok,1152
allsides,allsides_immigration_c_2,vanilla,ok,1157
allsides,allsides_immigration_c_3,cot_fewshot_mft,format_miss,1166
allsides,allsides_immigration_c_3,cot_fewshot,format_miss,1178
allsides,allsides_immigration_c_3,cot,ok,1176
allsides,allsides_immigration_c_3,oracle,ok,986
allsides,allsides_immigration_c_3,simple_fewshot_mft,ok,1203
allsides,allsides_immigration_c_3,simple_fewshot,ok,965
allsides,allsides_immigration_c_3,simple,ok,937
allsides,allsides_immigration_c_3,vanilla,format_miss,1118
allsides,allsides_immigration_c_4,cot_fewshot_mft,format_miss,1170
allsides,allsides_immigration_c_4,cot_fewshot,ok,1119
allsides,allsides_immigration_c_4,cot,refusal,145
allsides,allsides_immigration_c_4,oracle,refusal,120
allsides,allsides_immigration_c_4,simple_fewshot_mft,ok,1393
allsides,allsides_immigration_c_4,simple_fewshot,ok,928
allsides,allsides_immigration_c_4,simple,ok,1093
allsides,allsides_immigration_c_4,vanilla,ok,1119
allsides,allsides_immigration_c_5,cot_fewshot_mft,format_miss,1115
allsides,allsides_immigration_c_5,cot_fewshot,ok,1169
allsides,allsides_immigration_c_5,cot,ok,1107
allsides,allsides_immigration_c_5,oracle,ok,1196
allsides,allsides_immigration_c_5,simple_fewshot_mft,ok,1472
allsides,allsides_immigration_c_5,simple_fewshot,ok,933
allsides,allsides_immigration_c_5,simple,ok,1196
allsides,allsides_immigration_c_5,vanilla,ok,1062
allsides,allsides_immigration_l_1,cot_fewshot_mft,format_miss,2555
allsides,allsides_immigration_l_1,cot_fewshot,ok,1549
allsides,allsides_immigration_l_1,cot,refusal,144
allsides,allsides_immigration_l_1,oracle,refusal,236
allsides,allsides_immigration_l_1,simple_fewshot_mft,ok,1453
allsides,allsides_immigration_l_1,simple_fewshot,ok,1007
allsides,allsides_immigration_l_1,simple,ok,1306
allsides,allsides_immigration_l_1,vanilla,ok,1163
allsides,allsides_immigration_l_2,cot_fewshot_mft,format_miss,1165
allsides,allsides_immigration_l_2,cot_fewshot,ok,1338
allsides,allsides_immigration_l_2,cot,ok,1308
allsides,allsides_immigration_l_2,oracle,ok,1092
allsides,allsides_immigration_l_2,simple_fewshot_mft,ok,1480
allsides,allsides_immigration_l_2,simple_fewshot,ok,1007
allsides,allsides_immigration_l_2,simple,ok,1124
allsides,allsides_immigration_l_2,vanilla,ok,1241
allsides,allsides_immigration_l_3,cot_fewshot_mft,format_miss,1182
allsides,allsides_immigration_l_3,cot_fewshot,format_miss,1102
allsides,allsides_immigration_l_3,cot,refusal,157
allsides,allsides_immigration_l_3,oracle,refusal,120
allsides,allsides_immigration_l_3,simple_fewshot_mft,ok,1072
allsides,allsides_immigration_l_3,simple_fewshot,ok,956
allsides,allsides_immigration_l_3,simple,ok,1121
allsides,allsides_immigration_l_3,vanilla,ok,1077
allsides,allsides_immigration_l_4,cot_fewshot_mft,ok,1110
allsides,allsides_immigration_l_4,cot_fewshot,format_miss,1070
allsides,allsides_immigration_l_4,cot,ok,944
allsides,allsides_immigration_l_4,oracle,ok,1277
allsides,allsides_immigration_l_4,simple_fewshot_mft,ok,1015
allsides,allsides_immigration_l_4,simple_fewshot,ok,970
allsides,allsides_immigration_l_4,simple,ok,1086
allsides,allsides_immigration_l_4,vanilla,ok,962
allsides,allsides_immigration_l_5,cot_fewshot_mft,format_miss,1343
allsides,allsides_immigration_l_5,cot_fewshot,format_miss,1288
allsides,allsides_immigration_l_5,cot,ok,1187
allsides,allsides_immigration_l_5,oracle,ok,1222
allsides,allsides_immigration_l_5,simple_fewshot_mft,ok,960
allsides,allsides_immigration_l_5,simple_fewshot,format_miss,1215
allsides,allsides_immigration_l_5,simple,ok,1121
allsides,allsides_immigration_l_5,vanilla,ok,1138
allsides,allsides_immigration_r_1,cot_fewshot_mft,ok,1207
allsides,allsides_immigration_r_1,cot_fewshot,ok,1202
allsides,allsides_immigration_r_1,cot,refusal,158
allsides,allsides_immigration_r_1,oracle,refusal,151
allsides,allsides_immigration_r_1,simple_fewshot_mft,ok,1169
allsides,allsides_immigration_r_1,simple_fewshot,ok,986
allsides,allsides_immigration_r_1,simple,refusal,110
allsides,allsides_immigration_r_1,vanilla,ok,1100
allsides,allsides_immigration_r_2,cot_fewshot_mft,ok,996
allsides,allsides_immigration_r_2,cot_fewshot,ok,1226
allsides,allsides_immigration_r_2,cot,refusal,162
allsides,allsides_immigration_r_2,oracle,refusal,215
allsides,allsides_immigration_r_2,simple_fewshot_mft,ok,998
allsides,allsides_immigration_r_2,simple_fewshot,ok,945
allsides,allsides_immigration_r_2,simple,refusal,199
allsides,allsides_immigration_r_2,vanilla,ok,1013
allsides,allsides_immigration_r_3,cot_fewshot_mft,ok,1209
allsides,allsides_immigration_r_3,cot_fewshot,ok,1209
allsides,allsides_immigration_r_3,cot,refusal,180
allsides,allsides_immigration_r_3,oracle,ok,1203
allsides,allsides_immigration_r_3,simple_fewshot_mft,ok,1622
allsides,allsides_immigration_r_3,simple_fewshot,ok,939
allsides,allsides_immigration_r_3,simple,ok,933
allsides,allsides_immigration_r_3,vanilla,ok,1211
allsides,allsides_immigration_r_4,cot_fewshot_mft,format_miss,1130
allsides,allsides_immigration_r_4,cot_fewshot,ok,1323
allsides,allsides_immigration_r_4,cot,refusal,152
allsides,allsides_immigration_r_4,oracle,ok,1115
allsides,allsides_immigration_r_4,simple_fewshot_mft,ok,1348
allsides,allsides_immigration_r_4,simple_fewshot,ok,923
allsides,allsides_immigration_r_4,simple,ok,1154
allsides,allsides_immigration_r_4,vanilla,ok,952
allsides,allsides_immigration_r_5,cot_fewshot_mft,ok,1031
allsides,allsides_immigration_r_5,cot_fewshot,format_miss,2415
allsides,allsides_immigration_r_5,cot,refusal,153
allsides,allsides_immigration_r_5,oracle,refusal,176
allsides,allsides_immigration_r_5,simple_fewshot_mft,ok,943
allsides,allsides_immigration_r_5,simple_fewshot,ok,1047
allsides,allsides_immigration_r_5,simple,ok,881
allsides,allsides_immigration_r_5,vanilla,ok,1068
allsides,allsides_lgbt_rights_c_1,cot_fewshot_mft,ok,1151
allsides,allsides_lgbt_rights_c_1,cot_fewshot,ok,1056
allsides,allsides_lgbt_rights_c_1,cot,ok,1081
allsides,allsides_lgbt_rights_c_1,oracle,ok,882
allsides,allsides_lgbt_rights_c_1,simple_fewshot_mft,ok,995
allsides,allsides_lgbt_rights_c_1,simple_fewshot,ok,1044
allsides,allsides_lgbt_rights_c_1,simple,ok,980
allsides,allsides_lgbt_rights_c_1,vanilla,ok,941
allsides,allsides_lgbt_rights_c_2,cot_fewshot_mft,ok,1182
allsides,allsides_lgbt_rights_c_2,cot_fewshot,ok,1257
allsides,allsides_lgbt_rights_c_2,cot,refusal,176
allsides,allsides_lgbt_rights_c_2,oracle,refusal,228
allsides,allsides_lgbt_rights_c_2,simple_fewshot_mft,ok,1040
allsides,allsides_lgbt_rights_c_2,simple_fewshot,ok,994
allsides,allsides_lgbt_rights_c_2,simple,ok,1023
allsides,allsides_lgbt_rights_c_2,vanilla,ok,879
allsides,allsides_lgbt_rights_c_3,cot_fewshot_mft,ok,1175
allsides,allsides_lgbt_rights_c_3,cot_fewshot,ok,1103
allsides,allsides_lgbt_rights_c_3,cot,ok,1021
allsides,allsides_lgbt_rights_c_3,oracle,ok,1215
allsides,allsides_lgbt_rights_c_3,simple_fewshot_mft,ok,1014
allsides,allsides_lgbt_rights_c_3,simple_fewshot,ok,969
allsides,allsides_lgbt_rights_c_3,simple,ok,857
allsides,allsides_lgbt_rights_c_3,vanilla,ok,953
allsides,allsides_lgbt_rights_c_4,cot_fewshot_mft,format_miss,998
allsides,allsides_lgbt_rights_c_4,cot_fewshot,format_miss,1062
allsides,allsides_lgbt_rights_c_4,cot,ok,1110
allsides,allsides_lgbt_rights_c_4,oracle,ok,902
allsides,allsides_lgbt_rights_c_4,simple_fewshot_mft,ok,900
allsides,allsides_lgbt_rights_c_4,simple_fewshot,ok,1048
allsides,allsides_lgbt_rights_c_4,simple,ok,749
allsides,allsides_lgbt_rights_c_4,vanilla,ok,997
allsides,allsides_lgbt_rights_c_5,cot_fewshot_mft,format_miss,1109
allsides,allsides_lgbt_rights_c_5,cot_fewshot,ok,1068
allsides,allsides_lgbt_rights_c_5,cot,ok,1081
allsides,allsides_lgbt_rights_c_5,oracle,ok,1011
allsides,allsides_lgbt_rights_c_5,simple_fewshot_mft,ok,1002
allsides,allsides_lgbt_rights_c_5,simple_fewshot,ok,968
allsides,allsides_lgbt_rights_c_5,simple,ok,861
allsides,allsides_lgbt_rights_c_5,vanilla,ok,1070
allsides,allsides_lgbt_rights_l_1,cot_fewshot_mft,ok,1321
allsides,allsides_lgbt_rights_l_1,cot_fewshot,ok,1062
allsides,allsides_lgbt_rights_l_1,cot,refusal,194
allsides,allsides_lgbt_rights_l_1,oracle,refusal,145
allsides,allsides_lgbt_rights_l_1,simple_fewshot_mft,ok,1758
allsides,allsides_lgbt_rights_l_1,simple_fewshot,ok,972
allsides,allsides_lgbt_rights_l_1,simple,ok,1059
allsides,allsides_lgbt_rights_l_1,vanilla,ok,1010
allsides,allsides_lgbt_rights_l_2,cot_fewshot_mft,ok,1216
allsides,allsides_lgbt_rights_l_2,cot_fewshot,ok,1017
allsides,allsides_lgbt_rights_l_2,cot,format_miss,1047
allsides,allsides_lgbt_rights_l_2,oracle,ok,953
allsides,allsides_lgbt_rights_l_2,simple_fewshot_mft,ok,951
allsides,allsides_lgbt_rights_l_2,simple_fewshot,ok,880
allsides,allsides_lgbt_rights_l_2,simple,ok,1108
allsides,allsides_lgbt_rights_l_2,vanilla,ok,1209
allsides,allsides_lgbt_rights_l_3,cot_fewshot_mft,format_miss,1167
allsides,allsides_lgbt_rights_l_3,cot_fewshot,format_miss,1035
allsides,allsides_lgbt_rights_l_3,cot,refusal,160
allsides,allsides_lgbt_rights_l_3,oracle,refusal,195
allsides,allsides_lgbt_rights_l_3,simple_fewshot_mft,ok,1090
allsides,allsides_lgbt_rights_l_3,simple_fewshot,ok,834
allsides,allsides_lgbt_rights_l_3,simple,ok,948
allsides,allsides_lgbt_rights_l_3,vanilla,ok,1097
allsides,allsides_lgbt_rights_l_4,cot_fewshot_mft,format_miss,1220
allsides,allsides_lgbt_rights_l_4,cot_fewshot,format_miss,1464
allsides,allsides_lgbt_rights_l_4,cot,refusal,175
allsides,allsides_lgbt_rights_l_4,oracle,ok,1250
allsides,allsides_lgbt_rights_l_4,simple_fewshot_mft,ok,1271
allsides,allsides_lgbt_rights_l_4,simple_fewshot,format_miss,1002
allsides,allsides_lgbt_rights_l_4,simple,ok,1153
allsides,allsides_lgbt_rights_l_4,vanilla,format_miss,1167
allsides,allsides_lgbt_rights_l_5,cot_fewshot_mft,ok,1311
allsides,allsides_lgbt_rights_l_5,cot_fewshot,ok,1097
allsides,allsides_lgbt_rights_l_5,cot,ok,989
allsides,allsides_lgbt_rights_l_5,oracle,ok,1120
allsides,allsides_lgbt_rights_l_5,simple_fewshot_mft,ok,1802
allsides,allsides_lgbt_rights_l_5,simple_fewshot,ok,971
allsides,allsides_lgbt_rights_l_5,simple,ok,1071
allsides,allsides_lgbt_rights_l_5,vanilla,ok,942
allsides,allsides_lgbt_rights_r_1,cot_fewshot_mft,ok,1156
allsides,allsides_lgbt_rights_r_1,cot_fewshot,ok,1462
allsides,allsides_lgbt_rights_r_1,cot,refusal,144
allsides,allsides_lgbt_rights_r_1,oracle,refusal,247
allsides,allsides_lgbt_rights_r_1,simple_fewshot_mft,ok,1438
allsides,allsides_lgbt_rights_r_1,simple_fewshot,ok,1259
allsides,allsides_lgbt_rights_r_1,simple,refusal,141
allsides,allsides_lgbt_rights_r_1,vanilla,format_miss,1056
allsides,allsides_lgbt_rights_r_2,cot_fewshot_mft,ok,1179
allsides,allsides_lgbt_rights_r_2,cot_fewshot,ok,1033
allsides,allsides_lgbt_rights_r_2,cot,refusal,157
allsides,allsides_lgbt_rights_r_2,oracle,refusal,184
allsides,allsides_lgbt_rights_r_2,simple_fewshot_mft,ok,974
allsides,allsides_lgbt_rights_r_2,simple_fewshot,ok,925
allsides,allsides_lgbt_rights_r_2,simple,ok,791
allsides,allsides_lgbt_rights_r_2,vanilla,format_miss,1064
allsides,allsides_lgbt_rights_r_3,cot_fewshot_mft,ok,1232
allsides,allsides_lgbt_rights_r_3,cot_fewshot,ok,1179
allsides,allsides_lgbt_rights_r_3,cot,refusal,162
allsides,allsides_lgbt_rights_r_3,oracle,refusal,193
allsides,allsides_lgbt_rights_r_3,simple_fewshot_mft,ok,1380
allsides,allsides_lgbt_rights_r_3,simple_fewshot,ok,878
allsides,allsides_lgbt_rights_r_3,simple,refusal,157
allsides,allsides_lgbt_rights_r_3,vanilla,ok,991
allsides,allsides_lgbt_rights_r_4,cot_fewshot_mft,ok,1236
allsides,allsides_lgbt_rights_r_4,cot_fewshot,ok,1150
allsides,allsides_lgbt_rights_r_4,cot,ok,965
allsides,allsides_lgbt_rights_r_4,oracle,refusal,199
allsides,allsides_lgbt_rights_r_4,simple_fewshot_mft,ok,1035
allsides,allsides_lgbt_rights_r_4,simple_fewshot,ok,974
allsides,allsides_lgbt_rights_r_4,simple,ok,1085
allsides,allsides_lgbt_rights_r_4,vanilla,ok,1146
allsides,allsides_lgbt_rights_r_5,cot_fewshot_mft,ok,1336
allsides,allsides_lgbt_rights_r_5,cot_fewshot,ok,1192
allsides,allsides_lgbt_rights_r_5,cot,ok,1038
allsides,allsides_lgbt_rights_r_5,oracle,ok,1082
allsides,allsides_lgbt_rights_r_5,simple_fewshot_mft,ok,1256
allsides,allsides_lgbt_rights_r_5,simple_fewshot,no_summary,931
allsides,allsides_lgbt_rights_r_5,simple,ok,1125
allsides,allsides_lgbt_rights_r_5,vanilla,ok,1111
allsides,allsides_politics_c_1,cot_fewshot_mft,format_miss,1257
allsides,allsides_politics_c_1,cot_fewshot,ok,1369
allsides,allsides_politics_c_1,cot,ok,1152
allsides,allsides_politics_c_1,oracle,ok,1044
allsides,allsides_politics_c_1,simple_fewshot_mft,ok,1007
allsides,allsides_politics_c_1,simple_fewshot,ok,1064
allsides,allsides_politics_c_1,simple,ok,1095
allsides,allsides_politics_c_1,vanilla,ok,1140
allsides,allsides_politics_c_2,cot_fewshot_mft,ok,1096
allsides,allsides_politics_c_2,cot_fewshot,format_miss,992
allsides,allsides_politics_c_2,cot,refusal,143
allsides,allsides_politics_c_2,oracle,ok,1082
allsides,allsides_politics_c_2,simple_fewshot_mft,ok,1214
allsides,allsides_politics_c_2,simple_fewshot,ok,992
allsides,allsides_politics_c_2,simple,ok,1128
allsides,allsides_politics_c_2,vanilla,format_miss,967
allsides,allsides_politics_c_3,cot_fewshot_mft,ok,1053
allsides,allsides_politics_c_3,cot_fewshot,format_miss,1021
allsides,allsides_politics_c_3,cot,refusal,183
allsides,allsides_politics_c_3,oracle,ok,1070
allsides,allsides_politics_c_3,simple_fewshot_mft,ok,933
allsides,allsides_politics_c_3,simple_fewshot,ok,976
allsides,allsides_politics_c_3,simple,ok,1073
allsides,allsides_politics_c_3,vanilla,ok,1095
allsides,allsides_politics_c_4,cot_fewshot_mft,ok,1189
allsides,allsides_politics_c_4,cot_fewshot,ok,1026
allsides,allsides_politics_c_4,cot,ok,920
allsides,allsides_politics_c_4,oracle,ok,1056
allsides,allsides_politics_c_4,simple_fewshot_mft,ok,915
allsides,allsides_politics_c_4,simple_fewshot,ok,1040
allsides,allsides_politics_c_4,simple,ok,1205
allsides,allsides_politics_c_4,vanilla,ok,1132
allsides,allsides_politics_c_5,cot_fewshot_mft,ok,1440
allsides,allsides_politics_c_5,cot_fewshot,format_miss,1146
allsides,allsides_politics_c_5,cot,refusal,172
allsides,allsides_politics_c_5,oracle,ok,1286
allsides,allsides_politics_c_5,simple_fewshot_mft,ok,1033
allsides,allsides_politics_c_5,simple_fewshot,no_summary,1007
allsides,allsides_politics_c_5,simple,ok,1063
allsides,allsides_politics_c_5,vanilla,ok,1116
allsides,allsides_politics_l_1,cot_fewshot_mft,ok,1161
allsides,allsides_politics_l_1,cot_fewshot,ok,1086
allsides,allsides_politics_l_1,cot,refusal,180
allsides,allsides_politics_l_1,oracle,refusal,137
allsides,allsides_politics_l_1,simple_fewshot_mft,ok,1219
allsides,allsides_politics_l_1,simple_fewshot,ok,886
allsides,allsides_politics_l_1,simple,format_miss,1142
allsides,allsides_politics_l_1,vanilla,ok,1039
allsides,allsides_politics_l_2,cot_fewshot_mft,ok,1138
allsides,allsides_politics_l_2,cot_fewshot,ok,1255
allsides,allsides_politics_l_2,cot,ok,1236
allsides,allsides_politics_l_2,oracle,ok,1202
allsides,allsides_politics_l_2,simple_fewshot_mft,format_miss,1475
allsides,allsides_politics_l_2,simple_fewshot,ok,1199
allsides,allsides_politics_l_2,simple,ok,1182
allsides,allsides_politics_l_2,vanilla,ok,1156
allsides,allsides_politics_l_3,cot_fewshot_mft,ok,1117
allsides,allsides_politics_l_3,cot_fewshot,ok,1009
allsides,allsides_politics_l_3,cot,refusal,166
allsides,allsides_politics_l_3,oracle,refusal,98
allsides,allsides_politics_l_3,simple_fewshot_mft,ok,1146
allsides,allsides_politics_l_3,simple_fewshot,ok,851
allsides,allsides_politics_l_3,simple,ok,956
allsides,allsides_politics_l_3,vanilla,ok,883
allsides,allsides_politics_l_4,cot_fewshot_mft,format_miss,1121
allsides,allsides_politics_l_4,cot_fewshot,format_miss,1105
allsides,allsides_politics_l_4,cot,ok,1081
allsides,allsides_politics_l_4,oracle,ok,1148
allsides,allsides_politics_l_4,simple_fewshot_mft,ok,1067
allsides,allsides_politics_l_4,simple_fewshot,ok,984
allsides,allsides_politics_l_4,simple,ok,1184
allsides,allsides_politics_l_4,vanilla,ok,1060
allsides,allsides_politics_l_5,cot_fewshot_mft,ok,1110
allsides,allsides_politics_l_5,cot_fewshot,ok,1123
allsides,allsides_politics_l_5,cot,refusal,140
allsides,allsides_politics_l_5,oracle,refusal,137
allsides,allsides_politics_l_5,simple_fewshot_mft,ok,1101
allsides,allsides_politics_l_5,simple_fewshot,ok,921
allsides,allsides_politics_l_5,simple,refusal,136
allsides,allsides_politics_l_5,vanilla,ok,1077
allsides,allsides_politics_r_1,cot_fewshot_mft,ok,1151
allsides,allsides_politics_r_1,cot_fewshot,ok,1054
allsides,allsides_politics_r_1,cot,refusal,156
allsides,allsides_politics_r_1,oracle,refusal,199
allsides,allsides_politics_r_1,simple_fewshot_mft,ok,1117
allsides,allsides_politics_r_1,simple_fewshot,no_summary,898
allsides,allsides_politics_r_1,simple,ok,1132
allsides,allsides_politics_r_1,vanilla,ok,1102
allsides,allsides_politics_r_2,cot_fewshot_mft,ok,1155
allsides,allsides_politics_r_2,cot_fewshot,ok,1056
allsides,allsides_politics_r_2,cot,refusal,111
allsides,allsides_politics_r_2,oracle,refusal,191
allsides,allsides_politics_r_2,simple_fewshot_mft,ok,1222
allsides,allsides_politics_r_2,simple_fewshot,ok,895
allsides,allsides_politics_r_2,simple,ok,1073
allsides,allsides_politics_r_2,vanilla,ok,1008
allsides,allsides_politics_r_3,cot_fewshot_mft,ok,978
allsides,allsides_politics_r_3,cot_fewshot,no_summary,205
allsides,allsides_politics_r_3,cot,refusal,182
allsides,allsides_politics_r_3,oracle,refusal,122
allsides,allsides_politics_r_3,simple_fewshot_mft,ok,1093
allsides,allsides_politics_r_3,simple_fewshot,ok,851
allsides,allsides_politics_r_3,simple,refusal,144
allsides,allsides_politics_r_3,vanilla,ok,1146
allsides,allsides_politics_r_4,cot_fewshot_mft,ok,1207
allsides,allsides_politics_r_4,cot_fewshot,ok,1136
allsides,allsides_politics_r_4,cot,refusal,219
allsides,allsides_politics_r_4,oracle,refusal,179
allsides,allsides_politics_r_4,simple_fewshot_mft,ok,1019
allsides,allsides_politics_r_4,simple_fewshot,ok,1027
allsides,allsides_politics_r_4,simple,ok,779
allsides,allsides_politics_r_4,vanilla,ok,867
allsides,allsides_politics_r_5,cot_fewshot_mft,ok,1087
allsides,allsides_politics_r_5,cot_fewshot,ok,1088
allsides,allsides_politics_r_5,cot,refusal,142
allsides,allsides_politics_r_5,oracle,ok,1194
allsides,allsides_politics_r_5,simple_fewshot_mft,ok,1445
allsides,allsides_politics_r_5,simple_fewshot,ok,2445
allsides,allsides_politics_r_5,simple,ok,1122
allsides,allsides_politics_r_5,vanilla,ok,818
allsides,allsides_race_and_racism_c_1,cot_fewshot_mft,format_miss,1031
allsides,allsides_race_and_racism_c_1,cot_fewshot,ok,989
allsides,allsides_race_and_racism_c_1,cot,ok,963
allsides,allsides_race_and_racism_c_1,oracle,ok,1104
allsides,allsides_race_and_racism_c_1,simple_fewshot_mft,ok,990
allsides,allsides_race_and_racism_c_1,simple_fewshot,ok,1037
allsides,allsides_race_and_racism_c_1,simple,ok,1043
allsides,allsides_race_and_racism_c_1,vanilla,ok,910
allsides,allsides_race_and_racism_c_2,cot_fewshot_mft,ok,2315
allsides,allsides_race_and_racism_c_2,cot_fewshot,format_miss,1345
allsides,allsides_race_and_racism_c_2,cot,refusal,148
allsides,allsides_race_and_racism_c_2,oracle,refusal,142
allsides,allsides_race_and_racism_c_2,simple_fewshot_mft,ok,1059
allsides,allsides_race_and_racism_c_2,simple_fewshot,ok,903
allsides,allsides_race_and_racism_c_2,simple,ok,952
allsides,allsides_race_and_racism_c_2,vanilla,ok,1034
allsides,allsides_race_and_racism_c_3,cot_fewshot_mft,format_miss,2089
allsides,allsides_race_and_racism_c_3,cot_fewshot,no_summary,2530
allsides,allsides_race_and_racism_c_3,cot,refusal,172
allsides,allsides_race_and_racism_c_3,oracle,refusal,235
allsides,allsides_race_and_racism_c_3,simple_fewshot_mft,ok,1309
allsides,allsides_race_and_racism_c_3,simple_fewshot,ok,1103
allsides,allsides_race_and_racism_c_3,simple,ok,871
allsides,allsides_race_and_racism_c_3,vanilla,ok,1105
allsides,allsides_race_and_racism_c_4,cot_fewshot_mft,ok,957
allsides,allsides_race_and_racism_c_4,cot_fewshot,ok,1086
allsides,allsides_race_and_racism_c_4,cot,ok,1053
allsides,allsides_race_and_racism_c_4,oracle,ok,1184
allsides,allsides_race_and_racism_c_4,simple_fewshot_mft,format_miss,1257
allsides,allsides_race_and_racism_c_4,simple_fewshot,ok,952
allsides,allsides_race_and_racism_c_4,simple,ok,1020
allsides,allsides_race_and_racism_c_4,vanilla,ok,1126
allsides,allsides_race_and_racism_c_5,cot_fewshot_mft,ok,1111
allsides,allsides_race_and_racism_c_5,cot_fewshot,ok,1119
allsides,allsides_race_and_racism_c_5,cot,ok,1118
allsides,allsides_race_and_racism_c_5,oracle,ok,1144
allsides,allsides_race_and_racism_c_5,simple_fewshot_mft,ok,1039
allsides,allsides_race_and_racism_c_5,simple_fewshot,ok,882
allsides,allsides_race_and_racism_c_5,simple,format_miss,1037
allsides,allsides_race_and_racism_c_5,vanilla,ok,1157
allsides,allsides_race_and_racism_l_1,cot_fewshot_mft,ok,1329
allsides,allsides_race_and_racism_l_1,cot_fewshot,ok,1200
allsides,allsides_race_and_racism_l_1,cot,refusal,185
allsides,allsides_race_and_racism_l_1,oracle,format_miss,1254
allsides,allsides_race_and_racism_l_1,simple_fewshot_mft,ok,1013
allsides,allsides_race_and_racism_l_1,simple_fewshot,no_summary,976
allsides,allsides_race_and_racism_l_1,simple,ok,1031
allsides,allsides_race_and_racism_l_1,vanilla,ok,1073
allsides,allsides_race_and_racism_l_2,cot_fewshot_mft,ok,1197
allsides,allsides_race_and_racism_l_2,cot_fewshot,ok,1173
allsides,allsides_race_and_racism_l_2,cot,ok,1134
allsides,allsides_race_and_racism_l_2,oracle,ok,1208
allsides,allsides_race_and_racism_l_2,simple_fewshot_mft,ok,1106
allsides,allsides_race_and_racism_l_2,simple_fewshot,ok,1148
allsides,allsides_race_and_racism_l_2,simple,ok,1006
allsides,allsides_race_and_racism_l_2,vanilla,ok,1138
allsides,allsides_race_and_racism_l_3,cot_fewshot_mft,ok,1399
allsides,allsides_race_and_racism_l_3,cot_fewshot,ok,1215
allsides,allsides_race_and_racism_l_3,cot,refusal,109
allsides,allsides_race_and_racism_l_3,oracle,refusal,184
allsides,allsides_race_and_racism_l_3,simple_fewshot_mft,ok,1068
allsides,allsides_race_and_racism_l_3,simple_fewshot,ok,1061
allsides,allsides_race_and_racism_l_3,simple,ok,1178
allsides,allsides_race_and_racism_l_3,vanilla,ok,1125
allsides,allsides_race_and_racism_l_4,cot_fewshot_mft,format_miss,1126
allsides,allsides_race_and_racism_l_4,cot_fewshot,format_miss,1359
allsides,allsides_race_and_racism_l_4,cot,refusal,159
allsides,allsides_race_and_racism_l_4,oracle,refusal,191
allsides,allsides_race_and_racism_l_4,simple_fewshot_mft,ok,1036
allsides,allsides_race_and_racism_l_4,simple_fewshot,ok,1012
allsides,allsides_race_and_racism_l_4,simple,ok,958
allsides,allsides_race_and_racism_l_4,vanilla,ok,1184
allsides,allsides_race_and_racism_l_5,cot_fewshot_mft,ok,1124
