dataset,article,strategy,value,metric
basil,basil_61_hpo,cot_fewshot,,moral_count
basil,basil_61_nyt,cot_fewshot,,moral_count
basil,basil_64_fox,cot_fewshot,,moral_count
basil,basil_64_hpo,cot_fewshot,,moral_count
basil,basil_64_nyt,cot_fewshot,,moral_count
basil,basil_65_fox,cot_fewshot,,moral_count
basil,basil_65_hpo,cot_fewshot,,moral_count
basil,basil_65_nyt,cot_fewshot,,moral_count
basil,basil_67_fox,cot_fewshot,,moral_count
basil,basil_67_hpo,cot_fewshot,,moral_count
basil,basil_67_nyt,cot_fewshot,,moral_count
basil,basil_70_fox,cot_fewshot,,moral_count
basil,basil_70_hpo,cot_fewshot,,moral_count
basil,basil_70_nyt,cot_fewshot,,moral_count
basil,basil_72_fox,cot_fewshot,,moral_count
basil,basil_72_hpo,cot_fewshot,,moral_count
basil,basil_72_nyt,cot_fewshot,,moral_count
basil,basil_74_fox,cot_fewshot,,moral_count
basil,basil_74_hpo,cot_fewshot,,moral_count
basil,basil_74_nyt,cot_fewshot,,moral_count
basil,basil_76_fox,cot_fewshot,,moral_count
basil,basil_76_hpo,cot_fewshot,,moral_count
basil,basil_76_nyt,cot_fewshot,,moral_count
basil,basil_79_fox,cot_fewshot,,moral_count
basil,basil_79_hpo,cot_fewshot,,moral_count
basil,basil_79_nyt,cot_fewshot,,moral_count
basil,basil_80_fox,cot_fewshot,,moral_count
basil,basil_80_hpo,cot_fewshot,,moral_count
basil,basil_80_nyt,cot_fewshot,,moral_count
basil,basil_84_fox,cot_fewshot,,moral_count
basil,basil_84_hpo,cot_fewshot,,moral_count
basil,basil_84_nyt,cot_fewshot,,moral_count
basil,basil_85_fox,cot_fewshot,,moral_count
basil,basil_85_hpo,cot_fewshot,,moral_count
basil,basil_85_nyt,cot_fewshot,,moral_count
basil,basil_88_fox,cot_fewshot,,moral_count
basil,basil_88_hpo,cot_fewshot,,moral_count
basil,basil_88_nyt,cot_fewshot,,moral_count
basil,basil_89_fox,cot_fewshot,,moral_count
basil,basil_89_hpo,cot_fewshot,,moral_count
basil,basil_89_nyt,cot_fewshot,,moral_count
basil,basil_8_fox,cot_fewshot,,moral_count
basil,basil_8_hpo,cot_fewshot,,moral_count
basil,basil_8_nyt,cot_fewshot,,moral_count
basil,basil_90_fox,cot_fewshot,,moral_count
basil,basil_90_hpo,cot_fewshot,,moral_count
basil,basil_90_nyt,cot_fewshot,,moral_count
basil,basil_92_fox,cot_fewshot,,moral_count
basil,basil_92_hpo,cot_fewshot,,moral_count
basil,basil_92_nyt,cot_fewshot,,moral_count
basil,basil_93_fox,cot_fewshot,,moral_count
basil,basil_93_hpo,cot_fewshot,,moral_count
basil,basil_93_nyt,cot_fewshot,,moral_count
basil,basil_97_fox,cot_fewshot,,moral_count
basil,basil_97_hpo,cot_fewshot,,moral_count
basil,basil_97_nyt,cot_fewshot,,moral_count
basil,basil_99_fox,cot_fewshot,,moral_count
basil,basil_99_hpo,cot_fewshot,,moral_count
basil,basil_99_nyt,cot_fewshot,,moral_count
mpqa,mpqa_0,cot_fewshot,,moral_count
mpqa,mpqa_1,cot_fewshot,,moral_count
mpqa,mpqa_10,cot_fewshot,,moral_count
mpqa,mpqa_11,cot_fewshot,,moral_count
mpqa,mpqa_12,cot_fewshot,,moral_count
mpqa,mpqa_13,cot_fewshot,,moral_count
mpqa,mpqa_14,cot_fewshot,,moral_count
mpqa,mpqa_15,cot_fewshot,,moral_count
mpqa,mpqa_16,cot_fewshot,,moral_count
mpqa,mpqa_17,cot_fewshot,,moral_count
mpqa,mpqa_18,cot_fewshot,,moral_count
mpqa,mpqa_19,cot_fewshot,,moral_count
mpqa,mpqa_2,cot_fewshot,,moral_count
mpqa,mpqa_20,cot_fewshot,,moral_count
mpqa,mpqa_21,cot_fewshot,,moral_count
mpqa,mpqa_22,cot_fewshot,,moral_count
mpqa,mpqa_23,cot_fewshot,,moral_count
mpqa,mpqa_24,cot_fewshot,,moral_count
mpqa,mpqa_25,cot_fewshot,,moral_count
mpqa,mpqa_26,cot_fewshot,,moral_count
mpqa,mpqa_27,cot_fewshot,,moral_count
mpqa,mpqa_28,cot_fewshot,,moral_count
mpqa,mpqa_29,cot_fewshot,,moral_count
mpqa,mpqa_3,cot_fewshot,,moral_count
mpqa,mpqa_30,cot_fewshot,,moral_count
mpqa,mpqa_31,cot_fewshot,,moral_count
mpqa,mpqa_32,cot_fewshot,,moral_count
mpqa,mpqa_33,cot_fewshot,,moral_count
mpqa,mpqa_34,cot_fewshot,,moral_count
mpqa,mpqa_35,cot_fewshot,,moral_count
mpqa,mpqa_36,cot_fewshot,,moral_count
mpqa,mpqa_37,cot_fewshot,,moral_count
mpqa,mpqa_38,cot_fewshot,,moral_count
mpqa,mpqa_39,cot_fewshot,,moral_count
mpqa,mpqa_4,cot_fewshot,,moral_count
mpqa,mpqa_40,cot_fewshot,,moral_count
mpqa,mpqa_41,cot_fewshot,,moral_count
mpqa,mpqa_42,cot_fewshot,,moral_count
mpqa,mpqa_43,cot_fewshot,,moral_count
mpqa,mpqa_44,cot_fewshot,,moral_count
mpqa,mpqa_45,cot_fewshot,,moral_count
mpqa,mpqa_46,cot_fewshot,,moral_count
mpqa,mpqa_47,cot_fewshot,,moral_count
mpqa,mpqa_48,cot_fewshot,,moral_count
mpqa,mpqa_49,cot_fewshot,,moral_count
mpqa,mpqa_5,cot_fewshot,,moral_count
mpqa,mpqa_50,cot_fewshot,,moral_count
mpqa,mpqa_51,cot_fewshot,,moral_count
mpqa,mpqa_52,cot_fewshot,,moral_count
mpqa,mpqa_53,cot_fewshot,,moral_count
mpqa,mpqa_54,cot_fewshot,,moral_count
mpqa,mpqa_55,cot_fewshot,,moral_count
mpqa,mpqa_56,cot_fewshot,,moral_count
mpqa,mpqa_57,cot_fewshot,,moral_count
mpqa,mpqa_58,cot_fewshot,,moral_count
mpqa,mpqa_59,cot_fewshot,,moral_count
mpqa,mpqa_6,cot_fewshot,,moral_count
mpqa,mpqa_60,cot_fewshot,,moral_count
mpqa,mpqa_61,cot_fewshot,,moral_count
mpqa,mpqa_62,cot_fewshot,,moral_count
mpqa,mpqa_63,cot_fewshot,,moral_count
mpqa,mpqa_64,cot_fewshot,,moral_count
mpqa,mpqa_65,cot_fewshot,,moral_count
mpqa,mpqa_66,cot_fewshot,,moral_count
mpqa,mpqa_67,cot_fewshot,,moral_count
mpqa,mpqa_68,cot_fewshot,,moral_count
mpqa,mpqa_69,cot_fewshot,,moral_count
mpqa,mpqa_7,cot_fewshot,,moral_count
mpqa,mpqa_8,cot_fewshot,,moral_count
mpqa,mpqa_9,cot_fewshot,,moral_count
allsides,allsides_abortion_c_1,simple_fewshot_mft,4.0,moral_count
allsides,allsides_abortion_c_2,simple_fewshot_mft,,moral_count
allsides,allsides_abortion_c_3,simple_fewshot_mft,,moral_count
allsides,allsides_abortion_c_4,simple_fewshot_mft,,moral_count
allsides,allsides_abortion_c_5,simple_fewshot_mft,1.0,moral_count
allsides,allsides_abortion_l_1,simple_fewshot_mft,10.0,moral_count
allsides,allsides_abortion_l_2,simple_fewshot_mft,,moral_count
allsides,allsides_abortion_l_3,simple_fewshot_mft,,moral_count
allsides,allsides_abortion_l_4,simple_fewshot_mft,,moral_count
allsides,allsides_abortion_l_5,simple_fewshot_mft,7.0,moral_count
allsides,allsides_abortion_r_1,simple_fewshot_mft,,moral_count
allsides,allsides_abortion_r_2,simple_fewshot_mft,,moral_count
allsides,allsides_abortion_r_3,simple_fewshot_mft,,moral_count
allsides,allsides_abortion_r_4,simple_fewshot_mft,5.0,moral_count
allsides,allsides_abortion_r_5,simple_fewshot_mft,,moral_count
allsides,allsides_coronavirus_c_1,simple_fewshot_mft,,moral_count
allsides,allsides_coronavirus_c_2,simple_fewshot_mft,,moral_count
allsides,allsides_coronavirus_c_3,simple_fewshot_mft,,moral_count
allsides,allsides_coronavirus_c_4,simple_fewshot_mft,,moral_count
allsides,allsides_coronavirus_c_5,simple_fewshot_mft,5.0,moral_count
allsides,allsides_coronavirus_l_1,simple_fewshot_mft,,moral_count
allsides,allsides_coronavirus_l_2,simple_fewshot_mft,,moral_count
allsides,allsides_coronavirus_l_3,simple_fewshot_mft,,moral_count
allsides,allsides_coronavirus_l_4,simple_fewshot_mft,,moral_count
allsides,allsides_coronavirus_l_5,simple_fewshot_mft,,moral_count
allsides,allsides_coronavirus_r_1,simple_fewshot_mft,,moral_count
allsides,allsides_coronavirus_r_2,simple_fewshot_mft,,moral_count
allsides,allsides_coronavirus_r_3,simple_fewshot_mft,,moral_count
allsides,allsides_coronavirus_r_4,simple_fewshot_mft,,moral_count
allsides,allsides_coronavirus_r_5,simple_fewshot_mft,,moral_count
allsides,allsides_elections_c_1,simple_fewshot_mft,,moral_count
allsides,allsides_elections_c_2,simple_fewshot_mft,,moral_count
allsides,allsides_elections_c_3,simple_fewshot_mft,,moral_count
allsides,allsides_elections_c_4,simple_fewshot_mft,,moral_count
allsides,allsides_elections_c_5,simple_fewshot_mft,1.0,moral_count
allsides,allsides_elections_l_1,simple_fewshot_mft,,moral_count
allsides,allsides_elections_l_2,simple_fewshot_mft,5.0,moral_count
allsides,allsides_elections_l_3,simple_fewshot_mft,,moral_count
allsides,allsides_elections_l_4,simple_fewshot_mft,5.0,moral_count
allsides,allsides_elections_l_5,simple_fewshot_mft,,moral_count
allsides,allsides_elections_r_1,simple_fewshot_mft,,moral_count
allsides,allsides_elections_r_2,simple_fewshot_mft,3.0,moral_count
allsides,allsides_elections_r_3,simple_fewshot_mft,,moral_count
allsides,allsides_elections_r_4,simple_fewshot_mft,,moral_count
allsides,allsides_elections_r_5,simple_fewshot_mft,,moral_count
allsides,allsides_gun_control_and_gun_rights_c_1,simple_fewshot_mft,8.0,moral_count
allsides,allsides_gun_control_and_gun_rights_c_2,simple_fewshot_mft,,moral_count
allsides,allsides_gun_control_and_gun_rights_c_3,simple_fewshot_mft,,moral_count
allsides,allsides_gun_control_and_gun_rights_c_4,simple_fewshot_mft,,moral_count
allsides,allsides_gun_control_and_gun_rights_c_5,simple_fewshot_mft,,moral_count
allsides,allsides_gun_control_and_gun_rights_l_1,simple_fewshot_mft,8.0,moral_count
allsides,allsides_gun_control_and_gun_rights_l_2,simple_fewshot_mft,,moral_count
allsides,allsides_gun_control_and_gun_rights_l_3,simple_fewshot_mft,,moral_count
allsides,allsides_gun_control_and_gun_rights_l_4,simple_fewshot_mft,7.0,moral_count
allsides,allsides_gun_control_and_gun_rights_l_5,simple_fewshot_mft,,moral_count
allsides,allsides_gun_control_and_gun_rights_r_1,simple_fewshot_mft,,moral_count
allsides,allsides_gun_control_and_gun_rights_r_2,simple_fewshot_mft,,moral_count
allsides,allsides_gun_control_and_gun_rights_r_3,simple_fewshot_mft,,moral_count
allsides,allsides_gun_control_and_gun_rights_r_4,simple_fewshot_mft,,moral_count
allsides,allsides_gun_control_and_gun_rights_r_5,simple_fewshot_mft,10.0,moral_count
allsides,allsides_immigration_c_1,simple_fewshot_mft,5.0,moral_count
allsides,allsides_immigration_c_2,simple_fewshot_mft,,moral_count
allsides,allsides_immigration_c_3,simple_fewshot_mft,9.0,moral_count
allsides,allsides_immigration_c_4,simple_fewshot_mft,,moral_count
allsides,allsides_immigration_c_5,simple_fewshot_mft,,moral_count
allsides,allsides_immigration_l_1,simple_fewshot_mft,9.0,moral_count
allsides,allsides_immigration_l_2,simple_fewshot_mft,10.0,moral_count
allsides,allsides_immigration_l_3,simple_fewshot_mft,4.0,moral_count
allsides,allsides_immigration_l_4,simple_fewshot_mft,,moral_count
allsides,allsides_immigration_l_5,simple_fewshot_mft,,moral_count
allsides,allsides_immigration_r_1,simple_fewshot_mft,,moral_count
allsides,allsides_immigration_r_2,simple_fewshot_mft,,moral_count
allsides,allsides_immigration_r_3,simple_fewshot_mft,,moral_count
allsides,allsides_immigration_r_4,simple_fewshot_mft,,moral_count
allsides,allsides_immigration_r_5,simple_fewshot_mft,,moral_count
allsides,allsides_lgbt_rights_c_1,simple_fewshot_mft,13.0,moral_count
allsides,allsides_lgbt_rights_c_2,simple_fewshot_mft,7.0,moral_count
allsides,allsides_lgbt_rights_c_3,simple_fewshot_mft,,moral_count
allsides,allsides_lgbt_rights_c_4,simple_fewshot_mft,,moral_count
allsides,allsides_lgbt_rights_c_5,simple_fewshot_mft,8.0,moral_count
allsides,allsides_lgbt_rights_l_1,simple_fewshot_mft,,moral_count
allsides,allsides_lgbt_rights_l_2,simple_fewshot_mft,,moral_count
allsides,allsides_lgbt_rights_l_3,simple_fewshot_mft,,moral_count
allsides,allsides_lgbt_rights_l_4,simple_fewshot_mft,,moral_count
allsides,allsides_lgbt_rights_l_5,simple_fewshot_mft,7.0,moral_count
allsides,allsides_lgbt_rights_r_1,simple_fewshot_mft,8.0,moral_count
allsides,allsides_lgbt_rights_r_2,simple_fewshot_mft,5.0,moral_count
allsides,allsides_lgbt_rights_r_3,simple_fewshot_mft,,moral_count
allsides,allsides_lgbt_rights_r_4,simple_fewshot_mft,,moral_count
allsides,allsides_lgbt_rights_r_5,simple_fewshot_mft,8.0,moral_count
allsides,allsides_politics_c_1,simple_fewshot_mft,,moral_count
allsides,allsides_politics_c_2,simple_fewshot_mft,10.0,moral_count
allsides,allsides_politics_c_3,simple_fewshot_mft,,moral_count
allsides,allsides_politics_c_4,simple_fewshot_mft,,moral_count
allsides,allsides_politics_c_5,simple_fewshot_mft,,moral_count
allsides,allsides_politics_l_1,simple_fewshot_mft,6.0,moral_count
allsides,allsides_politics_l_2,simple_fewshot_mft,,moral_count
allsides,allsides_politics_l_3,simple_fewshot_mft,,moral_count
allsides,allsides_politics_l_4,simple_fewshot_mft,,moral_count
allsides,allsides_politics_l_5,simple_fewshot_mft,,moral_count
allsides,allsides_politics_r_1,simple_fewshot_mft,2.0,moral_count
allsides,allsides_politics_r_2,simple_fewshot_mft,,moral_count
allsides,allsides_politics_r_3,simple_fewshot_mft,,moral_count
allsides,allsides_politics_r_4,simple_fewshot_mft,,moral_count
allsides,allsides_politics_r_5,simple_fewshot_mft,5.0,moral_count
allsides,allsides_race_and_racism_c_1,simple_fewshot_mft,7.0,moral_count
allsides,allsides_race_and_racism_c_2,simple_fewshot_mft,,moral_count
allsides,allsides_race_and_racism_c_3,simple_fewshot_mft,,moral_count
allsides,allsides_race_and_racism_c_4,simple_fewshot_mft,12.0,moral_count
allsides,allsides_race_and_racism_c_5,simple_fewshot_mft,,moral_count
allsides,allsides_race_and_racism_l_1,simple_fewshot_mft,7.0,moral_count
allsides,allsides_race_and_racism_l_2,simple_fewshot_mft,14.0,moral_count
allsides,allsides_race_and_racism_l_3,simple_fewshot_mft,,moral_count
allsides,allsides_race_and_racism_l_4,simple_fewshot_mft,,moral_count
allsides,allsides_race_and_racism_l_5,simple_fewshot_mft,,moral_count
allsides,allsides_race_and_racism_r_1,simple_fewshot_mft,,moral_count
allsides,allsides_race_and_racism_r_2,simple_fewshot_mft,,moral_count
allsides,allsides_race_and_racism_r_3,simple_fewshot_mft,,moral_count
allsides,allsides_race_and_racism_r_4,simple_fewshot_mft,,moral_count
allsides,allsides_race_and_racism_r_5,simple_fewshot_mft,4.0,moral_count
allsides,allsides_us_house_c_1,simple_fewshot_mft,,moral_count
allsides,allsides_us_house_c_2,simple_fewshot_mft,,moral_count
allsides,allsides_us_house_c_3,simple_fewshot_mft,,moral_count
allsides,allsides_us_house_c_4,simple_fewshot_mft,,moral_count
allsides,allsides_us_house_c_5,simple_fewshot_mft,,moral_count
allsides,allsides_us_house_l_1,simple_fewshot_mft,,moral_count
allsides,allsides_us_house_l_2,simple_fewshot_mft,,moral_count
allsides,allsides_us_house_l_3,simple_fewshot_mft,,moral_count
allsides,allsides_us_house_l_4,simple_fewshot_mft,,moral_count
allsides,allsides_us_house_l_5,simple_fewshot_mft,9.0,moral_count
allsides,allsides_us_house_r_1,simple_fewshot_mft,1.0,moral_count
allsides,allsides_us_house_r_2,simple_fewshot_mft,,moral_count
allsides,allsides_us_house_r_3,simple_fewshot_mft,,moral_count
allsides,allsides_us_house_r_4,simple_fewshot_mft,,moral_count
allsides,allsides_us_house_r_5,simple_fewshot_mft,7.0,moral_count
allsides,allsides_us_senate_c_1,simple_fewshot_mft,,moral_count
allsides,allsides_us_senate_c_2,simple_fewshot_mft,,moral_count
allsides,allsides_us_senate_c_3,simple_fewshot_mft,4.0,moral_count
allsides,allsides_us_senate_c_4,simple_fewshot_mft,6.0,moral_count
allsides,allsides_us_senate_c_5,simple_fewshot_mft,,moral_count
allsides,allsides_us_senate_l_1,simple_fewshot_mft,,moral_count
allsides,allsides_us_senate_l_2,simple_fewshot_mft,,moral_count
allsides,allsides_us_senate_l_3,simple_fewshot_mft,5.0,moral_count
allsides,allsides_us_senate_l_4,simple_fewshot_mft,,moral_count
allsides,allsides_us_senate_l_5,simple_fewshot_mft,7.0,moral_count
allsides,allsides_us_senate_r_1,simple_fewshot_mft,12.0,moral_count
allsides,allsides_us_senate_r_2,simple_fewshot_mft,2.0,moral_count
allsides,allsides_us_senate_r_3,simple_fewshot_mft,7.0,moral_count
allsides,allsides_us_senate_r_4,simple_fewshot_mft,,moral_count
allsides,allsides_us_senate_r_5,simple_fewshot_mft,3.0,moral_count
allsides,allsides_violence_in_america_c_1,simple_fewshot_mft,,moral_count
allsides,allsides_violence_in_america_c_2,simple_fewshot_mft,9.0,moral_count
allsides,allsides_violence_in_america_c_3,simple_fewshot_mft,,moral_count
allsides,allsides_violence_in_america_c_4,simple_fewshot_mft,12.0,moral_count
allsides,allsides_violence_in_america_c_5,simple_fewshot_mft,7.0,moral_count
allsides,allsides_violence_in_america_l_1,simple_fewshot_mft,,moral_count
allsides,allsides_violence_in_america_l_2,simple_fewshot_mft,,moral_count
allsides,allsides_violence_in_america_l_3,simple_fewshot_mft,6.0,moral_count
allsides,allsides_violence_in_america_l_4,simple_fewshot_mft,,moral_count
allsides,allsides_violence_in_america_l_5,simple_fewshot_mft,,moral_count
allsides,allsides_violence_in_america_r_1,simple_fewshot_mft,,moral_count
allsides,allsides_violence_in_america_r_2,simple_fewshot_mft,,moral_count
allsides,allsides_violence_in_america_r_3,simple_fewshot_mft,9.0,moral_count
allsides,allsides_violence_in_america_r_4,simple_fewshot_mft,,moral_count
allsides,allsides_violence_in_america_r_5,simple_fewshot_mft,,moral_count
allsides,allsides_white_house_c_1,simple_fewshot_mft,,moral_count
allsides,allsides_white_house_c_2,simple_fewshot_mft,,moral_count
allsides,allsides_white_house_c_3,simple_fewshot_mft,,moral_count
allsides,allsides_white_house_c_4,simple_fewshot_mft,,moral_count
allsides,allsides_white_house_c_5,simple_fewshot_mft,,moral_count
allsides,allsides_white_house_l_1,simple_fewshot_mft,,moral_count
allsides,allsides_white_house_l_2,simple_fewshot_mft,,moral_count
allsides,allsides_white_house_l_3,simple_fewshot_mft,4.0,moral_count
allsides,allsides_white_house_l_4,simple_fewshot_mft,,moral_count
allsides,allsides_white_house_l_5,simple_fewshot_mft,,moral_count
allsides,allsides_white_house_r_1,simple_fewshot_mft,,moral_count
allsides,allsides_white_house_r_2,simple_fewshot_mft,,moral_count
allsides,allsides_white_house_r_3,simple_fewshot_mft,,moral_count
allsides,allsides_white_house_r_4,simple_fewshot_mft,,moral_count
allsides,allsides_white_house_r_5,simple_fewshot_mft,,moral_count
basil,basil_0_fox,simple_fewshot_mft,,moral_count
basil,basil_0_hpo,simple_fewshot_mft,,moral_count
basil,basil_0_nyt,simple_fewshot_mft,,moral_count
basil,basil_10_fox,simple_fewshot_mft,,moral_count
basil,basil_10_hpo,simple_fewshot_mft,,moral_count
basil,basil_10_nyt,simple_fewshot_mft,,moral_count
basil,basil_15_fox,simple_fewshot_mft,,moral_count
basil,basil_15_hpo,simple_fewshot_mft,,moral_count
basil,basil_15_nyt,simple_fewshot_mft,,moral_count
basil,basil_17_fox,simple_fewshot_mft,,moral_count
basil,basil_17_hpo,simple_fewshot_mft,,moral_count
basil,basil_17_nyt,simple_fewshot_mft,,moral_count
basil,basil_18_fox,simple_fewshot_mft,,moral_count
basil,basil_18_hpo,simple_fewshot_mft,,moral_count
basil,basil_18_nyt,simple_fewshot_mft,,moral_count
basil,basil_19_fox,simple_fewshot_mft,,moral_count
basil,basil_19_hpo,simple_fewshot_mft,,moral_count
basil,basil_19_nyt,simple_fewshot_mft,,moral_count
basil,basil_20_fox,simple_fewshot_mft,,moral_count
basil,basil_20_hpo,simple_fewshot_mft,,moral_count
basil,basil_20_nyt,simple_fewshot_mft,,moral_count
basil,basil_22_fox,simple_fewshot_mft,,moral_count
basil,basil_22_hpo,simple_fewshot_mft,,moral_count
basil,basil_22_nyt,simple_fewshot_mft,,moral_count
basil,basil_25_fox,simple_fewshot_mft,,moral_count
basil,basil_25_hpo,simple_fewshot_mft,,moral_count
basil,basil_25_nyt,simple_fewshot_mft,,moral_count
basil,basil_27_fox,simple_fewshot_mft,,moral_count
basil,basil_27_hpo,simple_fewshot_mft,,moral_count
basil,basil_27_nyt,simple_fewshot_mft,,moral_count
basil,basil_28_fox,simple_fewshot_mft,,moral_count
basil,basil_28_hpo,simple_fewshot_mft,,moral_count
basil,basil_28_nyt,simple_fewshot_mft,,moral_count
basil,basil_30_fox,simple_fewshot_mft,,moral_count
basil,basil_30_hpo,simple_fewshot_mft,,moral_count
basil,basil_30_nyt,simple_fewshot_mft,,moral_count
basil,basil_34_fox,simple_fewshot_mft,,moral_count
basil,basil_34_hpo,simple_fewshot_mft,,moral_count
basil,basil_34_nyt,simple_fewshot_mft,,moral_count
basil,basil_35_fox,simple_fewshot_mft,,moral_count
basil,basil_35_hpo,simple_fewshot_mft,,moral_count
basil,basil_35_nyt,simple_fewshot_mft,,moral_count
basil,basil_38_fox,simple_fewshot_mft,,moral_count
basil,basil_38_hpo,simple_fewshot_mft,,moral_count
basil,basil_38_nyt,simple_fewshot_mft,,moral_count
basil,basil_39_fox,simple_fewshot_mft,,moral_count
basil,basil_39_hpo,simple_fewshot_mft,,moral_count
basil,basil_39_nyt,simple_fewshot_mft,,moral_count
basil,basil_3_fox,simple_fewshot_mft,,moral_count
basil,basil_3_hpo,simple_fewshot_mft,,moral_count
basil,basil_3_nyt,simple_fewshot_mft,,moral_count
basil,basil_42_fox,simple_fewshot_mft,,moral_count
basil,basil_42_hpo,simple_fewshot_mft,,moral_count
basil,basil_42_nyt,simple_fewshot_mft,,moral_count
basil,basil_43_fox,simple_fewshot_mft,,moral_count
basil,basil_43_hpo,simple_fewshot_mft,,moral_count
basil,basil_43_nyt,simple_fewshot_mft,,moral_count
basil,basil_44_fox,simple_fewshot_mft,,moral_count
basil,basil_44_hpo,simple_fewshot_mft,,moral_count
basil,basil_44_nyt,simple_fewshot_mft,,moral_count
basil,basil_48_fox,simple_fewshot_mft,,moral_count
basil,basil_48_hpo,simple_fewshot_mft,,moral_count
basil,basil_48_nyt,simple_fewshot_mft,,moral_count
basil,basil_49_fox,simple_fewshot_mft,,moral_count
basil,basil_49_hpo,simple_fewshot_mft,,moral_count
basil,basil_49_nyt,simple_fewshot_mft,,moral_count
basil,basil_4_fox,simple_fewshot_mft,,moral_count
basil,basil_4_hpo,simple_fewshot_mft,,moral_count
basil,basil_4_nyt,simple_fewshot_mft,,moral_count
basil,basil_50_fox,simple_fewshot_mft,,moral_count
basil,basil_50_hpo,simple_fewshot_mft,,moral_count
basil,basil_50_nyt,simple_fewshot_mft,,moral_count
basil,basil_52_fox,simple_fewshot_mft,,moral_count
basil,basil_52_hpo,simple_fewshot_mft,,moral_count
basil,basil_52_nyt,simple_fewshot_mft,,moral_count
basil,basil_54_fox,simple_fewshot_mft,,moral_count
basil,basil_54_hpo,simple_fewshot_mft,,moral_count
basil,basil_54_nyt,simple_fewshot_mft,,moral_count
basil,basil_56_fox,simple_fewshot_mft,,moral_count
basil,basil_56_hpo,simple_fewshot_mft,,moral_count
basil,basil_56_nyt,simple_fewshot_mft,,moral_count
basil,basil_58_fox,simple_fewshot_mft,,moral_count
basil,basil_58_hpo,simple_fewshot_mft,,moral_count
basil,basil_58_nyt,simple_fewshot_mft,,moral_count
basil,basil_5_fox,simple_fewshot_mft,,moral_count
basil,basil_5_hpo,simple_fewshot_mft,,moral_count
basil,basil_5_nyt,simple_fewshot_mft,,moral_count
basil,basil_60_fox,simple_fewshot_mft,,moral_count
basil,basil_60_hpo,simple_fewshot_mft,,moral_count
basil,basil_60_nyt,simple_fewshot_mft,,moral_count
basil,basil_61_fox,simple_fewshot_mft,,moral_count
basil,basil_61_hpo,simple_fewshot_mft,,moral_count
basil,basil_61_nyt,simple_fewshot_mft,,moral_count
basil,basil_64_fox,simple_fewshot_mft,,moral_count
basil,basil_64_hpo,simple_fewshot_mft,,moral_count
basil,basil_64_nyt,simple_fewshot_mft,,moral_count
basil,basil_65_fox,simple_fewshot_mft,,moral_count
basil,basil_65_hpo,simple_fewshot_mft,,moral_count
basil,basil_65_nyt,simple_fewshot_mft,,moral_count
basil,basil_67_fox,simple_fewshot_mft,,moral_count
basil,basil_67_hpo,simple_fewshot_mft,,moral_count
basil,basil_67_nyt,simple_fewshot_mft,,moral_count
basil,basil_70_fox,simple_fewshot_mft,,moral_count
basil,basil_70_hpo,simple_fewshot_mft,,moral_count
basil,basil_70_nyt,simple_fewshot_mft,,moral_count
basil,basil_72_fox,simple_fewshot_mft,,moral_count
basil,basil_72_hpo,simple_fewshot_mft,,moral_count
basil,basil_72_nyt,simple_fewshot_mft,,moral_count
basil,basil_74_fox,simple_fewshot_mft,,moral_count
basil,basil_74_hpo,simple_fewshot_mft,,moral_count
basil,basil_74_nyt,simple_fewshot_mft,,moral_count
basil,basil_76_fox,simple_fewshot_mft,,moral_count
basil,basil_76_hpo,simple_fewshot_mft,,moral_count
basil,basil_76_nyt,simple_fewshot_mft,,moral_count
basil,basil_79_fox,simple_fewshot_mft,,moral_count
basil,basil_79_hpo,simple_fewshot_mft,,moral_count
basil,basil_79_nyt,simple_fewshot_mft,,moral_count
basil,basil_80_fox,simple_fewshot_mft,,moral_count
basil,basil_80_hpo,simple_fewshot_mft,,moral_count
basil,basil_80_nyt,simple_fewshot_mft,,moral_count
basil,basil_84_fox,simple_fewshot_mft,,moral_count
basil,basil_84_hpo,simple_fewshot_mft,,moral_count
basil,basil_84_nyt,simple_fewshot_mft,,moral_count
basil,basil_85_fox,simple_fewshot_mft,,moral_count
basil,basil_85_hpo,simple_fewshot_mft,,moral_count
basil,basil_85_nyt,simple_fewshot_mft,,moral_count
basil,basil_88_fox,simple_fewshot_mft,,moral_count
basil,basil_88_hpo,simple_fewshot_mft,,moral_count
basil,basil_88_nyt,simple_fewshot_mft,,moral_count
basil,basil_89_fox,simple_fewshot_mft,,moral_count
basil,basil_89_hpo,simple_fewshot_mft,,moral_count
basil,basil_89_nyt,simple_fewshot_mft,,moral_count
basil,basil_8_fox,simple_fewshot_mft,,moral_count
basil,basil_8_hpo,simple_fewshot_mft,,moral_count
basil,basil_8_nyt,simple_fewshot_mft,,moral_count
basil,basil_90_fox,simple_fewshot_mft,,moral_count
basil,basil_90_hpo,simple_fewshot_mft,,moral_count
basil,basil_90_nyt,simple_fewshot_mft,,moral_count
basil,basil_92_fox,simple_fewshot_mft,,moral_count
basil,basil_92_hpo,simple_fewshot_mft,,moral_count
basil,basil_92_nyt,simple_fewshot_mft,,moral_count
basil,basil_93_fox,simple_fewshot_mft,,moral_count
basil,basil_93_hpo,simple_fewshot_mft,,moral_count
basil,basil_93_nyt,simple_fewshot_mft,,moral_count
basil,basil_97_fox,simple_fewshot_mft,,moral_count
basil,basil_97_hpo,simple_fewshot_mft,,moral_count
basil,basil_97_nyt,simple_fewshot_mft,,moral_count
basil,basil_99_fox,simple_fewshot_mft,,moral_count
