dataset,article,strategy,classification,refusal_subtype,char_len
allsides,allsides_gun_control_and_gun_rights_r_1,vanilla,ok,,910
allsides,allsides_gun_control_and_gun_rights_r_2,cot_fewshot_mft,ok,,1234
allsides,allsides_gun_control_and_gun_rights_r_2,cot_fewshot,ok,,1098
allsides,allsides_gun_control_and_gun_rights_r_2,cot,ok,,992
allsides,allsides_gun_control_and_gun_rights_r_2,oracle,ok,,1090
allsides,allsides_gun_control_and_gun_rights_r_2,simple_fewshot_mft,ok,,1250
allsides,allsides_gun_control_and_gun_rights_r_2,simple_fewshot,ok,,941
allsides,allsides_gun_control_and_gun_rights_r_2,simple,ok,,865
allsides,allsides_gun_control_and_gun_rights_r_2,vanilla,ok,,892
allsides,allsides_gun_control_and_gun_rights_r_3,cot_fewshot_mft,ok,,1275
allsides,allsides_gun_control_and_gun_rights_r_3,cot_fewshot,ok,,1105
allsides,allsides_gun_control_and_gun_rights_r_3,cot,ok,,1063
allsides,allsides_gun_control_and_gun_rights_r_3,oracle,ok,,1040
allsides,allsides_gun_control_and_gun_rights_r_3,simple_fewshot_mft,ok,,961
allsides,allsides_gun_control_and_gun_rights_r_3,simple_fewshot,ok,,879
allsides,allsides_gun_control_and_gun_rights_r_3,simple,ok,,958
allsides,allsides_gun_control_and_gun_rights_r_3,vanilla,ok,,861
allsides,allsides_gun_control_and_gun_rights_r_4,cot_fewshot_mft,ok,,1111
allsides,allsides_gun_control_and_gun_rights_r_4,cot_fewshot,ok,,948
allsides,allsides_gun_control_and_gun_rights_r_4,cot,ok,,879
allsides,allsides_gun_control_and_gun_rights_r_4,oracle,ok,,1089
allsides,allsides_gun_control_and_gun_rights_r_4,simple_fewshot_mft,ok,,1089
allsides,allsides_gun_control_and_gun_rights_r_4,simple_fewshot,ok,,1022
allsides,allsides_gun_control_and_gun_rights_r_4,simple,ok,,935
allsides,allsides_gun_control_and_gun_rights_r_4,vanilla,ok,,863
allsides,allsides_gun_control_and_gun_rights_r_5,cot_fewshot_mft,ok,,1142
allsides,allsides_gun_control_and_gun_rights_r_5,cot_fewshot,ok,,999
allsides,allsides_gun_control_and_gun_rights_r_5,cot,ok,,1003
allsides,allsides_gun_control_and_gun_rights_r_5,oracle,ok,,1196
allsides,allsides_gun_control_and_gun_rights_r_5,simple_fewshot_mft,ok,,1018
allsides,allsides_gun_control_and_gun_rights_r_5,simple_fewshot,ok,,1007
allsides,allsides_gun_control_and_gun_rights_r_5,simple,ok,,875
allsides,allsides_gun_control_and_gun_rights_r_5,vanilla,ok,,934
allsides,allsides_immigration_c_1,cot_fewshot_mft,ok,,1120
allsides,allsides_immigration_c_1,cot_fewshot,ok,,1117
allsides,allsides_immigration_c_1,cot,ok,,984
allsides,allsides_immigration_c_1,oracle,ok,,983
allsides,allsides_immigration_c_1,simple_fewshot_mft,ok,,1010
allsides,allsides_immigration_c_1,simple_fewshot,ok,,950
allsides,allsides_immigration_c_1,simple,ok,,902
allsides,allsides_immigration_c_1,vanilla,ok,,917
allsides,allsides_immigration_c_2,cot_fewshot_mft,ok,,1230
allsides,allsides_immigration_c_2,cot_fewshot,ok,,1100
allsides,allsides_immigration_c_2,cot,ok,,1047
allsides,allsides_immigration_c_2,oracle,ok,,943
allsides,allsides_immigration_c_2,simple_fewshot_mft,ok,,1033
allsides,allsides_immigration_c_2,simple_fewshot,ok,,1005
allsides,allsides_immigration_c_2,simple,ok,,805
allsides,allsides_immigration_c_2,vanilla,ok,,899
allsides,allsides_immigration_c_3,cot_fewshot_mft,ok,,1166
allsides,allsides_immigration_c_3,cot_fewshot,ok,,1063
allsides,allsides_immigration_c_3,cot,ok,,1054
allsides,allsides_immigration_c_3,oracle,ok,,1106
allsides,allsides_immigration_c_3,simple_fewshot_mft,ok,,1044
allsides,allsides_immigration_c_3,simple_fewshot,ok,,920
allsides,allsides_immigration_c_3,simple,ok,,905
allsides,allsides_immigration_c_3,vanilla,ok,,951
allsides,allsides_immigration_c_4,cot_fewshot_mft,ok,,1031
allsides,allsides_immigration_c_4,cot_fewshot,ok,,879
allsides,allsides_immigration_c_4,cot,ok,,928
allsides,allsides_immigration_c_4,oracle,ok,,981
allsides,allsides_immigration_c_4,simple_fewshot_mft,ok,,1099
allsides,allsides_immigration_c_4,simple_fewshot,ok,,1077
allsides,allsides_immigration_c_4,simple,ok,,844
allsides,allsides_immigration_c_4,vanilla,ok,,869
allsides,allsides_immigration_c_5,cot_fewshot_mft,ok,,1089
allsides,allsides_immigration_c_5,cot_fewshot,ok,,1069
allsides,allsides_immigration_c_5,cot,ok,,1065
allsides,allsides_immigration_c_5,oracle,ok,,1004
allsides,allsides_immigration_c_5,simple_fewshot_mft,ok,,1092
allsides,allsides_immigration_c_5,simple_fewshot,ok,,985
allsides,allsides_immigration_c_5,simple,ok,,870
allsides,allsides_immigration_c_5,vanilla,ok,,835
allsides,allsides_immigration_l_1,cot_fewshot_mft,ok,,1000
allsides,allsides_immigration_l_1,cot_fewshot,ok,,1254
allsides,allsides_immigration_l_1,cot,ok,,1135
allsides,allsides_immigration_l_1,oracle,ok,,1177
allsides,allsides_immigration_l_1,simple_fewshot_mft,ok,,1125
allsides,allsides_immigration_l_1,simple_fewshot,ok,,1026
allsides,allsides_immigration_l_1,simple,ok,,1024
allsides,allsides_immigration_l_1,vanilla,ok,,1069
allsides,allsides_immigration_l_2,cot_fewshot_mft,ok,,1262
allsides,allsides_immigration_l_2,cot_fewshot,ok,,1151
allsides,allsides_immigration_l_2,cot,ok,,1258
allsides,allsides_immigration_l_2,oracle,ok,,1026
allsides,allsides_immigration_l_2,simple_fewshot_mft,ok,,989
allsides,allsides_immigration_l_2,simple_fewshot,ok,,1083
allsides,allsides_immigration_l_2,simple,ok,,1081
allsides,allsides_immigration_l_2,vanilla,ok,,1003
allsides,allsides_immigration_l_3,cot_fewshot_mft,ok,,1206
allsides,allsides_immigration_l_3,cot_fewshot,ok,,1286
allsides,allsides_immigration_l_3,cot,ok,,1078
allsides,allsides_immigration_l_3,oracle,ok,,1073
allsides,allsides_immigration_l_3,simple_fewshot_mft,ok,,1180
allsides,allsides_immigration_l_3,simple_fewshot,ok,,983
allsides,allsides_immigration_l_3,simple,ok,,978
allsides,allsides_immigration_l_3,vanilla,ok,,918
allsides,allsides_immigration_l_4,cot_fewshot_mft,ok,,1780
allsides,allsides_immigration_l_4,cot_fewshot,ok,,1172
allsides,allsides_immigration_l_4,cot,ok,,1185
allsides,allsides_immigration_l_4,oracle,ok,,1040
allsides,allsides_immigration_l_4,simple_fewshot_mft,ok,,1098
allsides,allsides_immigration_l_4,simple_fewshot,ok,,988
allsides,allsides_immigration_l_4,simple,ok,,844
allsides,allsides_immigration_l_4,vanilla,ok,,962
allsides,allsides_immigration_l_5,cot_fewshot_mft,ok,,1266
allsides,allsides_immigration_l_5,cot_fewshot,ok,,1001
allsides,allsides_immigration_l_5,cot,ok,,976
allsides,allsides_immigration_l_5,oracle,ok,,1003
allsides,allsides_immigration_l_5,simple_fewshot_mft,ok,,975
allsides,allsides_immigration_l_5,simple_fewshot,ok,,889
allsides,allsides_immigration_l_5,simple,ok,,914
allsides,allsides_immigration_l_5,vanilla,ok,,928
allsides,allsides_immigration_r_1,cot_fewshot_mft,ok,,1249
allsides,allsides_immigration_r_1,cot_fewshot,ok,,1161
allsides,allsides_immigration_r_1,cot,ok,,1116
allsides,allsides_immigration_r_1,oracle,ok,,1136
allsides,allsides_immigration_r_1,simple_fewshot_mft,ok,,1340
allsides,allsides_immigration_r_1,simple_fewshot,ok,,1057
allsides,allsides_immigration_r_1,simple,ok,,1077
allsides,allsides_immigration_r_1,vanilla,ok,,851
allsides,allsides_immigration_r_2,cot_fewshot_mft,ok,,1482
allsides,allsides_immigration_r_2,cot_fewshot,ok,,1183
allsides,allsides_immigration_r_2,cot,ok,,1011
allsides,allsides_immigration_r_2,oracle,ok,,1057
allsides,allsides_immigration_r_2,simple_fewshot_mft,ok,,1011
allsides,allsides_immigration_r_2,simple_fewshot,ok,,923
allsides,allsides_immigration_r_2,simple,ok,,935
allsides,allsides_immigration_r_2,vanilla,ok,,998
allsides,allsides_immigration_r_3,cot_fewshot_mft,ok,,1056
allsides,allsides_immigration_r_3,cot_fewshot,ok,,1013
allsides,allsides_immigration_r_3,cot,ok,,1036
allsides,allsides_immigration_r_3,oracle,ok,,1076
allsides,allsides_immigration_r_3,simple_fewshot_mft,ok,,954
allsides,allsides_immigration_r_3,simple_fewshot,ok,,977
allsides,allsides_immigration_r_3,simple,ok,,1081
allsides,allsides_immigration_r_3,vanilla,ok,,897
allsides,allsides_immigration_r_4,cot_fewshot_mft,ok,,1365
allsides,allsides_immigration_r_4,cot_fewshot,ok,,1223
allsides,allsides_immigration_r_4,cot,ok,,1134
allsides,allsides_immigration_r_4,oracle,ok,,969
allsides,allsides_immigration_r_4,simple_fewshot_mft,ok,,1063
allsides,allsides_immigration_r_4,simple_fewshot,ok,,958
allsides,allsides_immigration_r_4,simple,ok,,937
allsides,allsides_immigration_r_4,vanilla,ok,,858
allsides,allsides_immigration_r_5,cot_fewshot_mft,ok,,935
allsides,allsides_immigration_r_5,cot_fewshot,ok,,929
allsides,allsides_immigration_r_5,cot,ok,,912
allsides,allsides_immigration_r_5,oracle,ok,,931
allsides,allsides_immigration_r_5,simple_fewshot_mft,ok,,915
allsides,allsides_immigration_r_5,simple_fewshot,ok,,798
allsides,allsides_immigration_r_5,simple,ok,,957
allsides,allsides_immigration_r_5,vanilla,ok,,813
allsides,allsides_lgbt_rights_c_1,cot_fewshot_mft,ok,,1209
allsides,allsides_lgbt_rights_c_1,cot_fewshot,ok,,1112
allsides,allsides_lgbt_rights_c_1,cot,ok,,992
allsides,allsides_lgbt_rights_c_1,oracle,ok,,1067
allsides,allsides_lgbt_rights_c_1,simple_fewshot_mft,ok,,1148
allsides,allsides_lgbt_rights_c_1,simple_fewshot,ok,,1003
allsides,allsides_lgbt_rights_c_1,simple,ok,,921
allsides,allsides_lgbt_rights_c_1,vanilla,ok,,919
allsides,allsides_lgbt_rights_c_2,cot_fewshot_mft,ok,,1128
allsides,allsides_lgbt_rights_c_2,cot_fewshot,ok,,962
allsides,allsides_lgbt_rights_c_2,cot,ok,,859
allsides,allsides_lgbt_rights_c_2,oracle,ok,,1112
allsides,allsides_lgbt_rights_c_2,simple_fewshot_mft,ok,,1084
allsides,allsides_lgbt_rights_c_2,simple_fewshot,ok,,1020
allsides,allsides_lgbt_rights_c_2,simple,ok,,919
allsides,allsides_lgbt_rights_c_2,vanilla,ok,,872
allsides,allsides_lgbt_rights_c_3,cot_fewshot_mft,ok,,1023
allsides,allsides_lgbt_rights_c_3,cot_fewshot,ok,,1050
allsides,allsides_lgbt_rights_c_3,cot,ok,,1095
allsides,allsides_lgbt_rights_c_3,oracle,ok,,1107
allsides,allsides_lgbt_rights_c_3,simple_fewshot_mft,ok,,1050
allsides,allsides_lgbt_rights_c_3,simple_fewshot,ok,,851
allsides,allsides_lgbt_rights_c_3,simple,ok,,992
allsides,allsides_lgbt_rights_c_3,vanilla,ok,,1005
allsides,allsides_lgbt_rights_c_4,cot_fewshot_mft,ok,,1036
allsides,allsides_lgbt_rights_c_4,cot_fewshot,ok,,1037
allsides,allsides_lgbt_rights_c_4,cot,ok,,909
allsides,allsides_lgbt_rights_c_4,oracle,ok,,1045
allsides,allsides_lgbt_rights_c_4,simple_fewshot_mft,ok,,1122
allsides,allsides_lgbt_rights_c_4,simple_fewshot,ok,,994
allsides,allsides_lgbt_rights_c_4,simple,ok,,998
allsides,allsides_lgbt_rights_c_4,vanilla,ok,,1014
allsides,allsides_lgbt_rights_c_5,cot_fewshot_mft,ok,,1088
allsides,allsides_lgbt_rights_c_5,cot_fewshot,ok,,995
allsides,allsides_lgbt_rights_c_5,cot,ok,,1028
allsides,allsides_lgbt_rights_c_5,oracle,ok,,1124
allsides,allsides_lgbt_rights_c_5,simple_fewshot_mft,ok,,1017
allsides,allsides_lgbt_rights_c_5,simple_fewshot,ok,,992
allsides,allsides_lgbt_rights_c_5,simple,ok,,929
allsides,allsides_lgbt_rights_c_5,vanilla,ok,,901
allsides,allsides_lgbt_rights_l_1,cot_fewshot_mft,ok,,1113
allsides,allsides_lgbt_rights_l_1,cot_fewshot,ok,,1126
allsides,allsides_lgbt_rights_l_1,cot,ok,,1124
allsides,allsides_lgbt_rights_l_1,oracle,ok,,992
allsides,allsides_lgbt_rights_l_1,simple_fewshot_mft,ok,,1011
allsides,allsides_lgbt_rights_l_1,simple_fewshot,ok,,944
allsides,allsides_lgbt_rights_l_1,simple,ok,,991
allsides,allsides_lgbt_rights_l_1,vanilla,ok,,894
allsides,allsides_lgbt_rights_l_2,cot_fewshot_mft,ok,,1034
allsides,allsides_lgbt_rights_l_2,cot_fewshot,ok,,1151
allsides,allsides_lgbt_rights_l_2,cot,ok,,1174
allsides,allsides_lgbt_rights_l_2,oracle,ok,,1061
allsides,allsides_lgbt_rights_l_2,simple_fewshot_mft,ok,,1102
allsides,allsides_lgbt_rights_l_2,simple_fewshot,ok,,1075
allsides,allsides_lgbt_rights_l_2,simple,ok,,971
allsides,allsides_lgbt_rights_l_2,vanilla,ok,,1015
allsides,allsides_lgbt_rights_l_3,cot_fewshot_mft,ok,,1066
allsides,allsides_lgbt_rights_l_3,cot_fewshot,ok,,1141
allsides,allsides_lgbt_rights_l_3,cot,ok,,1157
allsides,allsides_lgbt_rights_l_3,oracle,ok,,1096
allsides,allsides_lgbt_rights_l_3,simple_fewshot_mft,ok,,1039
allsides,allsides_lgbt_rights_l_3,simple_fewshot,ok,,989
allsides,allsides_lgbt_rights_l_3,simple,ok,,965
allsides,allsides_lgbt_rights_l_3,vanilla,ok,,859
allsides,allsides_lgbt_rights_l_4,cot_fewshot_mft,ok,,1161
allsides,allsides_lgbt_rights_l_4,cot_fewshot,ok,,1030
allsides,allsides_lgbt_rights_l_4,cot,ok,,991
allsides,allsides_lgbt_rights_l_4,oracle,ok,,968
allsides,allsides_lgbt_rights_l_4,simple_fewshot_mft,ok,,1185
allsides,allsides_lgbt_rights_l_4,simple_fewshot,ok,,983
allsides,allsides_lgbt_rights_l_4,simple,ok,,950
allsides,allsides_lgbt_rights_l_4,vanilla,ok,,946
allsides,allsides_lgbt_rights_l_5,cot_fewshot_mft,ok,,1076
allsides,allsides_lgbt_rights_l_5,cot_fewshot,ok,,1007
allsides,allsides_lgbt_rights_l_5,cot,ok,,1110
allsides,allsides_lgbt_rights_l_5,oracle,ok,,1018
allsides,allsides_lgbt_rights_l_5,simple_fewshot_mft,ok,,1022
allsides,allsides_lgbt_rights_l_5,simple_fewshot,ok,,1081
allsides,allsides_lgbt_rights_l_5,simple,ok,,1037
allsides,allsides_lgbt_rights_l_5,vanilla,ok,,1048
allsides,allsides_lgbt_rights_r_1,cot_fewshot_mft,ok,,1143
allsides,allsides_lgbt_rights_r_1,cot_fewshot,ok,,1220
allsides,allsides_lgbt_rights_r_1,cot,ok,,1202
allsides,allsides_lgbt_rights_r_1,oracle,ok,,1111
allsides,allsides_lgbt_rights_r_1,simple_fewshot_mft,ok,,1001
allsides,allsides_lgbt_rights_r_1,simple_fewshot,ok,,1027
allsides,allsides_lgbt_rights_r_1,simple,ok,,962
allsides,allsides_lgbt_rights_r_1,vanilla,ok,,872
allsides,allsides_lgbt_rights_r_2,cot_fewshot_mft,ok,,988
allsides,allsides_lgbt_rights_r_2,cot_fewshot,ok,,943
allsides,allsides_lgbt_rights_r_2,cot,ok,,1004
allsides,allsides_lgbt_rights_r_2,oracle,ok,,934
allsides,allsides_lgbt_rights_r_2,simple_fewshot_mft,ok,,987
allsides,allsides_lgbt_rights_r_2,simple_fewshot,ok,,1023
allsides,allsides_lgbt_rights_r_2,simple,ok,,892
allsides,allsides_lgbt_rights_r_2,vanilla,ok,,904
allsides,allsides_lgbt_rights_r_3,cot_fewshot_mft,ok,,1452
allsides,allsides_lgbt_rights_r_3,cot_fewshot,ok,,979
allsides,allsides_lgbt_rights_r_3,cot,ok,,941
allsides,allsides_lgbt_rights_r_3,oracle,ok,,939
allsides,allsides_lgbt_rights_r_3,simple_fewshot_mft,ok,,1086
allsides,allsides_lgbt_rights_r_3,simple_fewshot,ok,,949
allsides,allsides_lgbt_rights_r_3,simple,ok,,911
allsides,allsides_lgbt_rights_r_3,vanilla,ok,,829
allsides,allsides_lgbt_rights_r_4,cot_fewshot_mft,ok,,1032
allsides,allsides_lgbt_rights_r_4,cot_fewshot,ok,,1100
allsides,allsides_lgbt_rights_r_4,cot,ok,,1064
allsides,allsides_lgbt_rights_r_4,oracle,ok,,948
allsides,allsides_lgbt_rights_r_4,simple_fewshot_mft,ok,,1008
allsides,allsides_lgbt_rights_r_4,simple_fewshot,ok,,976
allsides,allsides_lgbt_rights_r_4,simple,ok,,936
allsides,allsides_lgbt_rights_r_4,vanilla,ok,,956
allsides,allsides_lgbt_rights_r_5,cot_fewshot_mft,ok,,1241
allsides,allsides_lgbt_rights_r_5,cot_fewshot,ok,,1063
allsides,allsides_lgbt_rights_r_5,cot,ok,,1028
allsides,allsides_lgbt_rights_r_5,oracle,ok,,1067
allsides,allsides_lgbt_rights_r_5,simple_fewshot_mft,ok,,965
allsides,allsides_lgbt_rights_r_5,simple_fewshot,ok,,894
allsides,allsides_lgbt_rights_r_5,simple,ok,,835
allsides,allsides_lgbt_rights_r_5,vanilla,ok,,924
allsides,allsides_politics_c_1,cot_fewshot_mft,ok,,1291
allsides,allsides_politics_c_1,cot_fewshot,ok,,1295
allsides,allsides_politics_c_1,cot,ok,,1308
allsides,allsides_politics_c_1,oracle,ok,,1039
allsides,allsides_politics_c_1,simple_fewshot_mft,ok,,1122
allsides,allsides_politics_c_1,simple_fewshot,ok,,1099
allsides,allsides_politics_c_1,simple,ok,,1079
allsides,allsides_politics_c_1,vanilla,ok,,938
allsides,allsides_politics_c_2,cot_fewshot_mft,ok,,1105
allsides,allsides_politics_c_2,cot_fewshot,ok,,1124
allsides,allsides_politics_c_2,cot,ok,,981
allsides,allsides_politics_c_2,oracle,ok,,1057
allsides,allsides_politics_c_2,simple_fewshot_mft,ok,,1007
allsides,allsides_politics_c_2,simple_fewshot,ok,,1003
allsides,allsides_politics_c_2,simple,ok,,980
allsides,allsides_politics_c_2,vanilla,ok,,952
allsides,allsides_politics_c_3,cot_fewshot_mft,ok,,1023
allsides,allsides_politics_c_3,cot_fewshot,ok,,1055
allsides,allsides_politics_c_3,cot,ok,,1004
allsides,allsides_politics_c_3,oracle,ok,,1100
allsides,allsides_politics_c_3,simple_fewshot_mft,ok,,1304
allsides,allsides_politics_c_3,simple_fewshot,ok,,955
allsides,allsides_politics_c_3,simple,ok,,944
allsides,allsides_politics_c_3,vanilla,ok,,921
allsides,allsides_politics_c_4,cot_fewshot_mft,ok,,1098
allsides,allsides_politics_c_4,cot_fewshot,ok,,1052
allsides,allsides_politics_c_4,cot,ok,,913
allsides,allsides_politics_c_4,oracle,ok,,981
allsides,allsides_politics_c_4,simple_fewshot_mft,ok,,901
allsides,allsides_politics_c_4,simple_fewshot,ok,,943
allsides,allsides_politics_c_4,simple,ok,,986
allsides,allsides_politics_c_4,vanilla,ok,,897
allsides,allsides_politics_c_5,cot_fewshot_mft,ok,,1228
allsides,allsides_politics_c_5,cot_fewshot,ok,,1415
allsides,allsides_politics_c_5,cot,ok,,1050
allsides,allsides_politics_c_5,oracle,ok,,968
allsides,allsides_politics_c_5,simple_fewshot_mft,ok,,979
allsides,allsides_politics_c_5,simple_fewshot,ok,,970
allsides,allsides_politics_c_5,simple,ok,,951
allsides,allsides_politics_c_5,vanilla,ok,,824
allsides,allsides_politics_l_1,cot_fewshot_mft,ok,,1334
allsides,allsides_politics_l_1,cot_fewshot,ok,,1154
allsides,allsides_politics_l_1,cot,ok,,1118
allsides,allsides_politics_l_1,oracle,ok,,1037
allsides,allsides_politics_l_1,simple_fewshot_mft,ok,,1035
allsides,allsides_politics_l_1,simple_fewshot,format_miss,,1046
allsides,allsides_politics_l_1,simple,ok,,850
allsides,allsides_politics_l_1,vanilla,ok,,935
allsides,allsides_politics_l_2,cot_fewshot_mft,ok,,1148
allsides,allsides_politics_l_2,cot_fewshot,ok,,1072
allsides,allsides_politics_l_2,cot,ok,,1041
allsides,allsides_politics_l_2,oracle,ok,,1058
allsides,allsides_politics_l_2,simple_fewshot_mft,ok,,1154
allsides,allsides_politics_l_2,simple_fewshot,format_miss,,1047
allsides,allsides_politics_l_2,simple,ok,,945
allsides,allsides_politics_l_2,vanilla,ok,,1072
allsides,allsides_politics_l_3,cot_fewshot_mft,ok,,1254
allsides,allsides_politics_l_3,cot_fewshot,ok,,911
allsides,allsides_politics_l_3,cot,ok,,888
allsides,allsides_politics_l_3,oracle,ok,,975
allsides,allsides_politics_l_3,simple_fewshot_mft,ok,,973
allsides,allsides_politics_l_3,simple_fewshot,ok,,901
allsides,allsides_politics_l_3,simple,ok,,858
allsides,allsides_politics_l_3,vanilla,ok,,807
allsides,allsides_politics_l_4,cot_fewshot_mft,ok,,1072
allsides,allsides_politics_l_4,cot_fewshot,ok,,1003
allsides,allsides_politics_l_4,cot,ok,,1080
allsides,allsides_politics_l_4,oracle,ok,,1066
allsides,allsides_politics_l_4,simple_fewshot_mft,ok,,1105
allsides,allsides_politics_l_4,simple_fewshot,ok,,1135
allsides,allsides_politics_l_4,simple,ok,,851
allsides,allsides_politics_l_4,vanilla,ok,,995
allsides,allsides_politics_l_5,cot_fewshot_mft,ok,,1080
allsides,allsides_politics_l_5,cot_fewshot,ok,,1063
allsides,allsides_politics_l_5,cot,ok,,989
allsides,allsides_politics_l_5,oracle,ok,,1017
allsides,allsides_politics_l_5,simple_fewshot_mft,ok,,1053
allsides,allsides_politics_l_5,simple_fewshot,ok,,855
allsides,allsides_politics_l_5,simple,ok,,972
allsides,allsides_politics_l_5,vanilla,ok,,923
allsides,allsides_politics_r_1,cot_fewshot_mft,ok,,1140
allsides,allsides_politics_r_1,cot_fewshot,ok,,1119
allsides,allsides_politics_r_1,cot,ok,,1232
allsides,allsides_politics_r_1,oracle,ok,,891
allsides,allsides_politics_r_1,simple_fewshot_mft,ok,,1030
allsides,allsides_politics_r_1,simple_fewshot,ok,,1086
allsides,allsides_politics_r_1,simple,ok,,901
allsides,allsides_politics_r_1,vanilla,ok,,904
allsides,allsides_politics_r_2,cot_fewshot_mft,ok,,1102
allsides,allsides_politics_r_2,cot_fewshot,ok,,958
allsides,allsides_politics_r_2,cot,ok,,930
allsides,allsides_politics_r_2,oracle,ok,,935
allsides,allsides_politics_r_2,simple_fewshot_mft,ok,,1026
allsides,allsides_politics_r_2,simple_fewshot,ok,,938
allsides,allsides_politics_r_2,simple,ok,,882
allsides,allsides_politics_r_2,vanilla,ok,,861
allsides,allsides_politics_r_3,cot_fewshot_mft,ok,,963
allsides,allsides_politics_r_3,cot_fewshot,ok,,982
allsides,allsides_politics_r_3,cot,ok,,939
allsides,allsides_politics_r_3,oracle,ok,,971
allsides,allsides_politics_r_3,simple_fewshot_mft,ok,,1041
allsides,allsides_politics_r_3,simple_fewshot,ok,,884
allsides,allsides_politics_r_3,simple,ok,,979
allsides,allsides_politics_r_3,vanilla,ok,,912
allsides,allsides_politics_r_4,cot_fewshot_mft,ok,,1059
allsides,allsides_politics_r_4,cot_fewshot,ok,,1051
allsides,allsides_politics_r_4,cot,ok,,1117
allsides,allsides_politics_r_4,oracle,ok,,901
allsides,allsides_politics_r_4,simple_fewshot_mft,ok,,969
allsides,allsides_politics_r_4,simple_fewshot,ok,,873
allsides,allsides_politics_r_4,simple,ok,,824
allsides,allsides_politics_r_4,vanilla,ok,,886
allsides,allsides_politics_r_5,cot_fewshot_mft,ok,,1343
allsides,allsides_politics_r_5,cot_fewshot,ok,,1085
allsides,allsides_politics_r_5,cot,ok,,1163
allsides,allsides_politics_r_5,oracle,ok,,1162
allsides,allsides_politics_r_5,simple_fewshot_mft,ok,,1293
allsides,allsides_politics_r_5,simple_fewshot,ok,,1165
allsides,allsides_politics_r_5,simple,ok,,1026
allsides,allsides_politics_r_5,vanilla,ok,,953
allsides,allsides_race_and_racism_c_1,cot_fewshot_mft,ok,,974
allsides,allsides_race_and_racism_c_1,cot_fewshot,ok,,890
allsides,allsides_race_and_racism_c_1,cot,ok,,986
allsides,allsides_race_and_racism_c_1,oracle,ok,,896
allsides,allsides_race_and_racism_c_1,simple_fewshot_mft,ok,,1062
allsides,allsides_race_and_racism_c_1,simple_fewshot,ok,,890
allsides,allsides_race_and_racism_c_1,simple,ok,,815
allsides,allsides_race_and_racism_c_1,vanilla,ok,,818
allsides,allsides_race_and_racism_c_2,cot_fewshot_mft,ok,,1151
allsides,allsides_race_and_racism_c_2,cot_fewshot,ok,,1178
allsides,allsides_race_and_racism_c_2,cot,ok,,1199
allsides,allsides_race_and_racism_c_2,oracle,ok,,1077
allsides,allsides_race_and_racism_c_2,simple_fewshot_mft,ok,,1210
allsides,allsides_race_and_racism_c_2,simple_fewshot,ok,,991
allsides,allsides_race_and_racism_c_2,simple,ok,,889
allsides,allsides_race_and_racism_c_2,vanilla,ok,,826
allsides,allsides_race_and_racism_c_3,cot_fewshot_mft,ok,,1275
allsides,allsides_race_and_racism_c_3,cot_fewshot,ok,,1074
allsides,allsides_race_and_racism_c_3,cot,ok,,1220
allsides,allsides_race_and_racism_c_3,oracle,ok,,1108
allsides,allsides_race_and_racism_c_3,simple_fewshot_mft,ok,,1179
allsides,allsides_race_and_racism_c_3,simple_fewshot,ok,,1027
allsides,allsides_race_and_racism_c_3,simple,ok,,1018
allsides,allsides_race_and_racism_c_3,vanilla,ok,,924
allsides,allsides_race_and_racism_c_4,cot_fewshot_mft,ok,,1176
allsides,allsides_race_and_racism_c_4,cot_fewshot,ok,,1109
allsides,allsides_race_and_racism_c_4,cot,ok,,1111
allsides,allsides_race_and_racism_c_4,oracle,ok,,1048
allsides,allsides_race_and_racism_c_4,simple_fewshot_mft,ok,,1094
allsides,allsides_race_and_racism_c_4,simple_fewshot,ok,,1043
allsides,allsides_race_and_racism_c_4,simple,ok,,1131
allsides,allsides_race_and_racism_c_4,vanilla,ok,,871
allsides,allsides_race_and_racism_c_5,cot_fewshot_mft,ok,,1092
allsides,allsides_race_and_racism_c_5,cot_fewshot,ok,,1005
allsides,allsides_race_and_racism_c_5,cot,ok,,1021
allsides,allsides_race_and_racism_c_5,oracle,ok,,1004
allsides,allsides_race_and_racism_c_5,simple_fewshot_mft,ok,,986
allsides,allsides_race_and_racism_c_5,simple_fewshot,ok,,970
allsides,allsides_race_and_racism_c_5,simple,ok,,956
allsides,allsides_race_and_racism_c_5,vanilla,ok,,959
allsides,allsides_race_and_racism_l_1,cot_fewshot_mft,ok,,1288
allsides,allsides_race_and_racism_l_1,cot_fewshot,ok,,1236
allsides,allsides_race_and_racism_l_1,cot,ok,,1233
allsides,allsides_race_and_racism_l_1,oracle,ok,,1046
allsides,allsides_race_and_racism_l_1,simple_fewshot_mft,ok,,1021
allsides,allsides_race_and_racism_l_1,simple_fewshot,ok,,991
allsides,allsides_race_and_racism_l_1,simple,ok,,920
allsides,allsides_race_and_racism_l_1,vanilla,ok,,960
allsides,allsides_race_and_racism_l_2,cot_fewshot_mft,ok,,1346
allsides,allsides_race_and_racism_l_2,cot_fewshot,ok,,1442
allsides,allsides_race_and_racism_l_2,cot,ok,,1192
allsides,allsides_race_and_racism_l_2,oracle,ok,,1079
allsides,allsides_race_and_racism_l_2,simple_fewshot_mft,ok,,1023
allsides,allsides_race_and_racism_l_2,simple_fewshot,ok,,1037
allsides,allsides_race_and_racism_l_2,simple,ok,,984
allsides,allsides_race_and_racism_l_2,vanilla,ok,,961
allsides,allsides_race_and_racism_l_3,cot_fewshot_mft,ok,,1190
