dataset,article,strategy,classification,refusal_subtype,char_len
allsides,allsides_gun_control_and_gun_rights_r_1,cot_fewshot,no_summary,,21600
allsides,allsides_gun_control_and_gun_rights_r_1,cot,ok,,1381
allsides,allsides_gun_control_and_gun_rights_r_1,oracle,ok,,1050
allsides,allsides_gun_control_and_gun_rights_r_1,simple_fewshot_mft,ok,,1242
allsides,allsides_gun_control_and_gun_rights_r_1,simple_fewshot,ok,,1133
allsides,allsides_gun_control_and_gun_rights_r_1,simple,ok,,1216
allsides,allsides_gun_control_and_gun_rights_r_1,vanilla,ok,,1016
allsides,allsides_gun_control_and_gun_rights_r_2,cot_fewshot_mft,ok,,1356
allsides,allsides_gun_control_and_gun_rights_r_2,cot_fewshot,ok,,1356
allsides,allsides_gun_control_and_gun_rights_r_2,cot,ok,,1583
allsides,allsides_gun_control_and_gun_rights_r_2,oracle,ok,,1282
allsides,allsides_gun_control_and_gun_rights_r_2,simple_fewshot_mft,ok,,1287
allsides,allsides_gun_control_and_gun_rights_r_2,simple_fewshot,ok,,1196
allsides,allsides_gun_control_and_gun_rights_r_2,simple,ok,,1190
allsides,allsides_gun_control_and_gun_rights_r_2,vanilla,ok,,1038
allsides,allsides_gun_control_and_gun_rights_r_3,cot_fewshot_mft,ok,,1318
allsides,allsides_gun_control_and_gun_rights_r_3,cot_fewshot,ok,,13868
allsides,allsides_gun_control_and_gun_rights_r_3,cot,ok,,1016
allsides,allsides_gun_control_and_gun_rights_r_3,oracle,ok,,1350
allsides,allsides_gun_control_and_gun_rights_r_3,simple_fewshot_mft,ok,,1251
allsides,allsides_gun_control_and_gun_rights_r_3,simple_fewshot,ok,,1105
allsides,allsides_gun_control_and_gun_rights_r_3,simple,ok,,1146
allsides,allsides_gun_control_and_gun_rights_r_3,vanilla,ok,,1138
allsides,allsides_gun_control_and_gun_rights_r_4,cot_fewshot_mft,ok,,1275
allsides,allsides_gun_control_and_gun_rights_r_4,cot_fewshot,ok,,1329
allsides,allsides_gun_control_and_gun_rights_r_4,cot,ok,,1532
allsides,allsides_gun_control_and_gun_rights_r_4,oracle,ok,,1235
allsides,allsides_gun_control_and_gun_rights_r_4,simple_fewshot_mft,ok,,1360
allsides,allsides_gun_control_and_gun_rights_r_4,simple_fewshot,ok,,1295
allsides,allsides_gun_control_and_gun_rights_r_4,simple,ok,,1206
allsides,allsides_gun_control_and_gun_rights_r_4,vanilla,ok,,981
allsides,allsides_gun_control_and_gun_rights_r_5,cot_fewshot_mft,ok,,1579
allsides,allsides_gun_control_and_gun_rights_r_5,cot_fewshot,ok,,1195
allsides,allsides_gun_control_and_gun_rights_r_5,cot,ok,,1413
allsides,allsides_gun_control_and_gun_rights_r_5,oracle,ok,,1274
allsides,allsides_gun_control_and_gun_rights_r_5,simple_fewshot_mft,ok,,1230
allsides,allsides_gun_control_and_gun_rights_r_5,simple_fewshot,ok,,1308
allsides,allsides_gun_control_and_gun_rights_r_5,simple,ok,,1181
allsides,allsides_gun_control_and_gun_rights_r_5,vanilla,ok,,955
allsides,allsides_immigration_c_1,cot_fewshot_mft,ok,,1254
allsides,allsides_immigration_c_1,cot_fewshot,ok,,1348
allsides,allsides_immigration_c_1,cot,ok,,1403
allsides,allsides_immigration_c_1,oracle,ok,,1159
allsides,allsides_immigration_c_1,simple_fewshot_mft,ok,,1104
allsides,allsides_immigration_c_1,simple_fewshot,ok,,1186
allsides,allsides_immigration_c_1,simple,ok,,1092
allsides,allsides_immigration_c_1,vanilla,ok,,1313
allsides,allsides_immigration_c_2,cot_fewshot_mft,ok,,1382
allsides,allsides_immigration_c_2,cot_fewshot,ok,,1124
allsides,allsides_immigration_c_2,cot,ok,,1016
allsides,allsides_immigration_c_2,oracle,ok,,1085
allsides,allsides_immigration_c_2,simple_fewshot_mft,ok,,1212
allsides,allsides_immigration_c_2,simple_fewshot,ok,,1092
allsides,allsides_immigration_c_2,simple,ok,,1132
allsides,allsides_immigration_c_2,vanilla,ok,,926
allsides,allsides_immigration_c_3,cot_fewshot_mft,ok,,1609
allsides,allsides_immigration_c_3,cot_fewshot,ok,,1574
allsides,allsides_immigration_c_3,cot,ok,,1296
allsides,allsides_immigration_c_3,oracle,ok,,1363
allsides,allsides_immigration_c_3,simple_fewshot_mft,ok,,1218
allsides,allsides_immigration_c_3,simple_fewshot,ok,,1200
allsides,allsides_immigration_c_3,simple,ok,,1274
allsides,allsides_immigration_c_3,vanilla,ok,,1239
allsides,allsides_immigration_c_4,cot_fewshot_mft,ok,,1212
allsides,allsides_immigration_c_4,cot_fewshot,ok,,985
allsides,allsides_immigration_c_4,cot,ok,,1060
allsides,allsides_immigration_c_4,oracle,ok,,1296
allsides,allsides_immigration_c_4,simple_fewshot_mft,ok,,1333
allsides,allsides_immigration_c_4,simple_fewshot,ok,,1109
allsides,allsides_immigration_c_4,simple,ok,,1345
allsides,allsides_immigration_c_4,vanilla,ok,,1078
allsides,allsides_immigration_c_5,cot_fewshot_mft,ok,,1536
allsides,allsides_immigration_c_5,cot_fewshot,ok,,1376
allsides,allsides_immigration_c_5,cot,ok,,1434
allsides,allsides_immigration_c_5,oracle,ok,,1411
allsides,allsides_immigration_c_5,simple_fewshot_mft,ok,,1356
allsides,allsides_immigration_c_5,simple_fewshot,ok,,1135
allsides,allsides_immigration_c_5,simple,ok,,1223
allsides,allsides_immigration_c_5,vanilla,ok,,1125
allsides,allsides_immigration_l_1,cot_fewshot_mft,no_summary,,364
allsides,allsides_immigration_l_1,cot_fewshot,ok,,1674
allsides,allsides_immigration_l_1,cot,ok,,1573
allsides,allsides_immigration_l_1,oracle,ok,,1421
allsides,allsides_immigration_l_1,simple_fewshot_mft,ok,,1137
allsides,allsides_immigration_l_1,simple_fewshot,ok,,1203
allsides,allsides_immigration_l_1,simple,ok,,1149
allsides,allsides_immigration_l_1,vanilla,ok,,959
allsides,allsides_immigration_l_2,cot_fewshot_mft,ok,,1677
allsides,allsides_immigration_l_2,cot_fewshot,ok,,1425
allsides,allsides_immigration_l_2,cot,ok,,1793
allsides,allsides_immigration_l_2,oracle,ok,,1599
allsides,allsides_immigration_l_2,simple_fewshot_mft,ok,,1296
allsides,allsides_immigration_l_2,simple_fewshot,ok,,1232
allsides,allsides_immigration_l_2,simple,ok,,1329
allsides,allsides_immigration_l_2,vanilla,ok,,1106
allsides,allsides_immigration_l_3,cot_fewshot_mft,ok,,1261
allsides,allsides_immigration_l_3,cot_fewshot,ok,,1109
allsides,allsides_immigration_l_3,cot,ok,,1251
allsides,allsides_immigration_l_3,oracle,ok,,1131
allsides,allsides_immigration_l_3,simple_fewshot_mft,ok,,1342
allsides,allsides_immigration_l_3,simple_fewshot,ok,,1241
allsides,allsides_immigration_l_3,simple,ok,,1117
allsides,allsides_immigration_l_3,vanilla,ok,,1062
allsides,allsides_immigration_l_4,cot_fewshot_mft,ok,,1369
allsides,allsides_immigration_l_4,cot_fewshot,ok,,1297
allsides,allsides_immigration_l_4,cot,ok,,1728
allsides,allsides_immigration_l_4,oracle,ok,,1212
allsides,allsides_immigration_l_4,simple_fewshot_mft,ok,,1170
allsides,allsides_immigration_l_4,simple_fewshot,ok,,1150
allsides,allsides_immigration_l_4,simple,ok,,1250
allsides,allsides_immigration_l_4,vanilla,ok,,1285
allsides,allsides_immigration_l_5,cot_fewshot_mft,ok,,1336
allsides,allsides_immigration_l_5,cot_fewshot,ok,,871
allsides,allsides_immigration_l_5,cot,ok,,1445
allsides,allsides_immigration_l_5,oracle,ok,,1082
allsides,allsides_immigration_l_5,simple_fewshot_mft,ok,,1222
allsides,allsides_immigration_l_5,simple_fewshot,ok,,1056
allsides,allsides_immigration_l_5,simple,ok,,1333
allsides,allsides_immigration_l_5,vanilla,ok,,1037
allsides,allsides_immigration_r_1,cot_fewshot_mft,ok,,1235
allsides,allsides_immigration_r_1,cot_fewshot,ok,,1380
allsides,allsides_immigration_r_1,cot,ok,,1075
allsides,allsides_immigration_r_1,oracle,ok,,972
allsides,allsides_immigration_r_1,simple_fewshot_mft,ok,,1140
allsides,allsides_immigration_r_1,simple_fewshot,ok,,1120
allsides,allsides_immigration_r_1,simple,ok,,1286
allsides,allsides_immigration_r_1,vanilla,ok,,1068
allsides,allsides_immigration_r_2,cot_fewshot_mft,ok,,1391
allsides,allsides_immigration_r_2,cot_fewshot,ok,,1450
allsides,allsides_immigration_r_2,cot,ok,,1703
allsides,allsides_immigration_r_2,oracle,ok,,1157
allsides,allsides_immigration_r_2,simple_fewshot_mft,ok,,1308
allsides,allsides_immigration_r_2,simple_fewshot,ok,,1150
allsides,allsides_immigration_r_2,simple,ok,,1241
allsides,allsides_immigration_r_2,vanilla,ok,,1082
allsides,allsides_immigration_r_3,cot_fewshot_mft,ok,,1368
allsides,allsides_immigration_r_3,cot_fewshot,ok,,1252
allsides,allsides_immigration_r_3,cot,ok,,1260
allsides,allsides_immigration_r_3,oracle,ok,,1094
allsides,allsides_immigration_r_3,simple_fewshot_mft,ok,,1199
allsides,allsides_immigration_r_3,simple_fewshot,ok,,1095
allsides,allsides_immigration_r_3,simple,ok,,1014
allsides,allsides_immigration_r_3,vanilla,ok,,1002
allsides,allsides_immigration_r_4,cot_fewshot_mft,ok,,1956
allsides,allsides_immigration_r_4,cot_fewshot,ok,,1451
allsides,allsides_immigration_r_4,cot,ok,,1366
allsides,allsides_immigration_r_4,oracle,ok,,1397
allsides,allsides_immigration_r_4,simple_fewshot_mft,ok,,1203
allsides,allsides_immigration_r_4,simple_fewshot,ok,,1253
allsides,allsides_immigration_r_4,simple,ok,,1044
allsides,allsides_immigration_r_4,vanilla,ok,,958
allsides,allsides_immigration_r_5,cot_fewshot_mft,ok,,1241
allsides,allsides_immigration_r_5,cot_fewshot,ok,,637
allsides,allsides_immigration_r_5,cot,ok,,801
allsides,allsides_immigration_r_5,oracle,ok,,929
allsides,allsides_immigration_r_5,simple_fewshot_mft,ok,,1042
allsides,allsides_immigration_r_5,simple_fewshot,ok,,860
allsides,allsides_immigration_r_5,simple,ok,,1018
allsides,allsides_immigration_r_5,vanilla,ok,,985
allsides,allsides_lgbt_rights_c_1,cot_fewshot_mft,ok,,1354
allsides,allsides_lgbt_rights_c_1,cot_fewshot,ok,,1061
allsides,allsides_lgbt_rights_c_1,cot,ok,,1317
allsides,allsides_lgbt_rights_c_1,oracle,ok,,1337
allsides,allsides_lgbt_rights_c_1,simple_fewshot_mft,ok,,1156
allsides,allsides_lgbt_rights_c_1,simple_fewshot,ok,,1241
allsides,allsides_lgbt_rights_c_1,simple,ok,,1379
allsides,allsides_lgbt_rights_c_1,vanilla,ok,,1224
allsides,allsides_lgbt_rights_c_2,cot_fewshot_mft,ok,,1565
allsides,allsides_lgbt_rights_c_2,cot_fewshot,ok,,1252
allsides,allsides_lgbt_rights_c_2,cot,ok,,1302
allsides,allsides_lgbt_rights_c_2,oracle,ok,,1137
allsides,allsides_lgbt_rights_c_2,simple_fewshot_mft,ok,,1263
allsides,allsides_lgbt_rights_c_2,simple_fewshot,ok,,1405
allsides,allsides_lgbt_rights_c_2,simple,ok,,1406
allsides,allsides_lgbt_rights_c_2,vanilla,ok,,1175
allsides,allsides_lgbt_rights_c_3,cot_fewshot_mft,ok,,1518
allsides,allsides_lgbt_rights_c_3,cot_fewshot,ok,,1208
allsides,allsides_lgbt_rights_c_3,cot,ok,,1238
allsides,allsides_lgbt_rights_c_3,oracle,ok,,1159
allsides,allsides_lgbt_rights_c_3,simple_fewshot_mft,ok,,1241
allsides,allsides_lgbt_rights_c_3,simple_fewshot,ok,,1168
allsides,allsides_lgbt_rights_c_3,simple,ok,,1278
allsides,allsides_lgbt_rights_c_3,vanilla,ok,,935
allsides,allsides_lgbt_rights_c_4,cot_fewshot_mft,ok,,10064
allsides,allsides_lgbt_rights_c_4,cot_fewshot,ok,,1016
allsides,allsides_lgbt_rights_c_4,cot,ok,,1300
allsides,allsides_lgbt_rights_c_4,oracle,ok,,1056
allsides,allsides_lgbt_rights_c_4,simple_fewshot_mft,ok,,1160
allsides,allsides_lgbt_rights_c_4,simple_fewshot,ok,,1074
allsides,allsides_lgbt_rights_c_4,simple,ok,,1118
allsides,allsides_lgbt_rights_c_4,vanilla,ok,,1118
allsides,allsides_lgbt_rights_c_5,cot_fewshot_mft,ok,,1471
allsides,allsides_lgbt_rights_c_5,cot_fewshot,ok,,1458
allsides,allsides_lgbt_rights_c_5,cot,ok,,1404
allsides,allsides_lgbt_rights_c_5,oracle,ok,,1320
allsides,allsides_lgbt_rights_c_5,simple_fewshot_mft,ok,,922
allsides,allsides_lgbt_rights_c_5,simple_fewshot,ok,,1144
allsides,allsides_lgbt_rights_c_5,simple,ok,,1079
allsides,allsides_lgbt_rights_c_5,vanilla,ok,,1156
allsides,allsides_lgbt_rights_l_1,cot_fewshot_mft,ok,,1174
allsides,allsides_lgbt_rights_l_1,cot_fewshot,ok,,1229
allsides,allsides_lgbt_rights_l_1,cot,ok,,1062
allsides,allsides_lgbt_rights_l_1,oracle,ok,,991
allsides,allsides_lgbt_rights_l_1,simple_fewshot_mft,ok,,1113
allsides,allsides_lgbt_rights_l_1,simple_fewshot,ok,,1208
allsides,allsides_lgbt_rights_l_1,simple,ok,,988
allsides,allsides_lgbt_rights_l_1,vanilla,ok,,868
allsides,allsides_lgbt_rights_l_2,cot_fewshot_mft,ok,,1399
allsides,allsides_lgbt_rights_l_2,cot_fewshot,ok,,1061
allsides,allsides_lgbt_rights_l_2,cot,ok,,1137
allsides,allsides_lgbt_rights_l_2,oracle,ok,,1109
allsides,allsides_lgbt_rights_l_2,simple_fewshot_mft,ok,,1064
allsides,allsides_lgbt_rights_l_2,simple_fewshot,ok,,1229
allsides,allsides_lgbt_rights_l_2,simple,ok,,1062
allsides,allsides_lgbt_rights_l_2,vanilla,ok,,1021
allsides,allsides_lgbt_rights_l_3,cot_fewshot_mft,ok,,1489
allsides,allsides_lgbt_rights_l_3,cot_fewshot,ok,,1074
allsides,allsides_lgbt_rights_l_3,cot,ok,,1408
allsides,allsides_lgbt_rights_l_3,oracle,ok,,1193
allsides,allsides_lgbt_rights_l_3,simple_fewshot_mft,ok,,1113
allsides,allsides_lgbt_rights_l_3,simple_fewshot,ok,,1133
allsides,allsides_lgbt_rights_l_3,simple,ok,,1000
allsides,allsides_lgbt_rights_l_3,vanilla,ok,,783
allsides,allsides_lgbt_rights_l_4,cot_fewshot_mft,ok,,2149
allsides,allsides_lgbt_rights_l_4,cot_fewshot,ok,,1703
allsides,allsides_lgbt_rights_l_4,cot,ok,,1485
allsides,allsides_lgbt_rights_l_4,oracle,ok,,1301
allsides,allsides_lgbt_rights_l_4,simple_fewshot_mft,ok,,1176
allsides,allsides_lgbt_rights_l_4,simple_fewshot,ok,,1120
allsides,allsides_lgbt_rights_l_4,simple,ok,,1048
allsides,allsides_lgbt_rights_l_4,vanilla,ok,,1107
allsides,allsides_lgbt_rights_l_5,cot_fewshot_mft,ok,,1388
allsides,allsides_lgbt_rights_l_5,cot_fewshot,ok,,1049
allsides,allsides_lgbt_rights_l_5,cot,ok,,1078
allsides,allsides_lgbt_rights_l_5,oracle,ok,,1162
allsides,allsides_lgbt_rights_l_5,simple_fewshot_mft,ok,,1351
allsides,allsides_lgbt_rights_l_5,simple_fewshot,ok,,1096
allsides,allsides_lgbt_rights_l_5,simple,ok,,1018
allsides,allsides_lgbt_rights_l_5,vanilla,ok,,779
allsides,allsides_lgbt_rights_r_1,cot_fewshot_mft,ok,,1506
allsides,allsides_lgbt_rights_r_1,cot_fewshot,ok,,1182
allsides,allsides_lgbt_rights_r_1,cot,ok,,1292
allsides,allsides_lgbt_rights_r_1,oracle,ok,,1210
allsides,allsides_lgbt_rights_r_1,simple_fewshot_mft,ok,,1166
allsides,allsides_lgbt_rights_r_1,simple_fewshot,ok,,1160
allsides,allsides_lgbt_rights_r_1,simple,ok,,986
allsides,allsides_lgbt_rights_r_1,vanilla,ok,,1137
allsides,allsides_lgbt_rights_r_2,cot_fewshot_mft,ok,,1033
allsides,allsides_lgbt_rights_r_2,cot_fewshot,ok,,901
allsides,allsides_lgbt_rights_r_2,cot,ok,,935
allsides,allsides_lgbt_rights_r_2,oracle,ok,,923
allsides,allsides_lgbt_rights_r_2,simple_fewshot_mft,format_miss,,1047
allsides,allsides_lgbt_rights_r_2,simple_fewshot,ok,,1107
allsides,allsides_lgbt_rights_r_2,simple,ok,,835
allsides,allsides_lgbt_rights_r_2,vanilla,ok,,803
allsides,allsides_lgbt_rights_r_3,cot_fewshot_mft,ok,,1144
allsides,allsides_lgbt_rights_r_3,cot_fewshot,ok,,957
allsides,allsides_lgbt_rights_r_3,cot,ok,,800
allsides,allsides_lgbt_rights_r_3,oracle,ok,,833
allsides,allsides_lgbt_rights_r_3,simple_fewshot_mft,ok,,1073
allsides,allsides_lgbt_rights_r_3,simple_fewshot,ok,,776
allsides,allsides_lgbt_rights_r_3,simple,ok,,1002
allsides,allsides_lgbt_rights_r_3,vanilla,ok,,751
allsides,allsides_lgbt_rights_r_4,cot_fewshot_mft,ok,,1484
allsides,allsides_lgbt_rights_r_4,cot_fewshot,ok,,1190
allsides,allsides_lgbt_rights_r_4,cot,ok,,1256
allsides,allsides_lgbt_rights_r_4,oracle,ok,,1163
allsides,allsides_lgbt_rights_r_4,simple_fewshot_mft,ok,,1162
allsides,allsides_lgbt_rights_r_4,simple_fewshot,ok,,1185
allsides,allsides_lgbt_rights_r_4,simple,ok,,1227
allsides,allsides_lgbt_rights_r_4,vanilla,ok,,947
allsides,allsides_lgbt_rights_r_5,cot_fewshot_mft,ok,,1180
allsides,allsides_lgbt_rights_r_5,cot_fewshot,ok,,1108
allsides,allsides_lgbt_rights_r_5,cot,ok,,988
allsides,allsides_lgbt_rights_r_5,oracle,ok,,1170
allsides,allsides_lgbt_rights_r_5,simple_fewshot_mft,ok,,1072
allsides,allsides_lgbt_rights_r_5,simple_fewshot,ok,,1253
allsides,allsides_lgbt_rights_r_5,simple,ok,,1104
allsides,allsides_lgbt_rights_r_5,vanilla,ok,,1090
allsides,allsides_politics_c_1,cot_fewshot_mft,ok,,1456
allsides,allsides_politics_c_1,cot_fewshot,ok,,1522
allsides,allsides_politics_c_1,cot,ok,,1353
allsides,allsides_politics_c_1,oracle,ok,,1311
allsides,allsides_politics_c_1,simple_fewshot_mft,ok,,1369
allsides,allsides_politics_c_1,simple_fewshot,ok,,1291
allsides,allsides_politics_c_1,simple,ok,,1155
allsides,allsides_politics_c_1,vanilla,ok,,1360
allsides,allsides_politics_c_2,cot_fewshot_mft,ok,,1358
allsides,allsides_politics_c_2,cot_fewshot,ok,,1270
allsides,allsides_politics_c_2,cot,ok,,1223
allsides,allsides_politics_c_2,oracle,ok,,1292
allsides,allsides_politics_c_2,simple_fewshot_mft,ok,,1119
allsides,allsides_politics_c_2,simple_fewshot,ok,,1252
allsides,allsides_politics_c_2,simple,ok,,1203
allsides,allsides_politics_c_2,vanilla,ok,,1097
allsides,allsides_politics_c_3,cot_fewshot_mft,refusal,moderation,67
allsides,allsides_politics_c_3,cot_fewshot,refusal,moderation,67
allsides,allsides_politics_c_3,cot,ok,,1343
allsides,allsides_politics_c_3,oracle,ok,,1159
allsides,allsides_politics_c_3,simple_fewshot_mft,refusal,moderation,67
allsides,allsides_politics_c_3,simple_fewshot,refusal,moderation,67
allsides,allsides_politics_c_3,simple,ok,,1203
allsides,allsides_politics_c_3,vanilla,ok,,1037
allsides,allsides_politics_c_4,cot_fewshot_mft,refusal,moderation,67
allsides,allsides_politics_c_4,cot_fewshot,refusal,moderation,67
allsides,allsides_politics_c_4,cot,ok,,1391
allsides,allsides_politics_c_4,oracle,ok,,1256
allsides,allsides_politics_c_4,simple_fewshot_mft,refusal,moderation,67
allsides,allsides_politics_c_4,simple_fewshot,ok,,943
allsides,allsides_politics_c_4,simple,ok,,907
allsides,allsides_politics_c_4,vanilla,ok,,927
allsides,allsides_politics_c_5,cot_fewshot_mft,ok,,1519
allsides,allsides_politics_c_5,cot_fewshot,ok,,1515
allsides,allsides_politics_c_5,cot,ok,,1211
allsides,allsides_politics_c_5,oracle,ok,,1427
allsides,allsides_politics_c_5,simple_fewshot_mft,ok,,1019
allsides,allsides_politics_c_5,simple_fewshot,ok,,1253
allsides,allsides_politics_c_5,simple,ok,,1086
allsides,allsides_politics_c_5,vanilla,ok,,1031
allsides,allsides_politics_l_1,cot_fewshot_mft,format_miss,,1460
allsides,allsides_politics_l_1,cot_fewshot,ok,,1485
allsides,allsides_politics_l_1,cot,ok,,1400
allsides,allsides_politics_l_1,oracle,ok,,1060
allsides,allsides_politics_l_1,simple_fewshot_mft,ok,,1149
allsides,allsides_politics_l_1,simple_fewshot,ok,,1121
allsides,allsides_politics_l_1,simple,ok,,1161
allsides,allsides_politics_l_1,vanilla,ok,,893
allsides,allsides_politics_l_2,cot_fewshot_mft,ok,,1242
allsides,allsides_politics_l_2,cot_fewshot,ok,,1194
allsides,allsides_politics_l_2,cot,ok,,1411
allsides,allsides_politics_l_2,oracle,ok,,1372
allsides,allsides_politics_l_2,simple_fewshot_mft,ok,,1227
allsides,allsides_politics_l_2,simple_fewshot,ok,,1278
allsides,allsides_politics_l_2,simple,ok,,1642
allsides,allsides_politics_l_2,vanilla,ok,,1123
allsides,allsides_politics_l_3,cot_fewshot_mft,ok,,1338
allsides,allsides_politics_l_3,cot_fewshot,ok,,792
allsides,allsides_politics_l_3,cot,ok,,1274
allsides,allsides_politics_l_3,oracle,ok,,1130
allsides,allsides_politics_l_3,simple_fewshot_mft,ok,,976
allsides,allsides_politics_l_3,simple_fewshot,ok,,1133
allsides,allsides_politics_l_3,simple,ok,,1023
allsides,allsides_politics_l_3,vanilla,ok,,948
allsides,allsides_politics_l_4,cot_fewshot_mft,ok,,1207
allsides,allsides_politics_l_4,cot_fewshot,ok,,1310
allsides,allsides_politics_l_4,cot,ok,,1384
allsides,allsides_politics_l_4,oracle,ok,,1166
allsides,allsides_politics_l_4,simple_fewshot_mft,ok,,1021
allsides,allsides_politics_l_4,simple_fewshot,ok,,1143
allsides,allsides_politics_l_4,simple,ok,,1196
allsides,allsides_politics_l_4,vanilla,ok,,1276
allsides,allsides_politics_l_5,cot_fewshot_mft,refusal,moderation,67
allsides,allsides_politics_l_5,cot_fewshot,refusal,moderation,67
allsides,allsides_politics_l_5,cot,refusal,moderation,67
allsides,allsides_politics_l_5,oracle,refusal,moderation,67
allsides,allsides_politics_l_5,simple_fewshot_mft,refusal,moderation,67
allsides,allsides_politics_l_5,simple_fewshot,ok,,1275
allsides,allsides_politics_l_5,simple,refusal,moderation,67
allsides,allsides_politics_l_5,vanilla,refusal,moderation,67
allsides,allsides_politics_r_1,cot_fewshot_mft,ok,,1120
allsides,allsides_politics_r_1,cot_fewshot,ok,,1091
allsides,allsides_politics_r_1,cot,ok,,1287
allsides,allsides_politics_r_1,oracle,ok,,1072
allsides,allsides_politics_r_1,simple_fewshot_mft,ok,,1088
allsides,allsides_politics_r_1,simple_fewshot,ok,,1171
allsides,allsides_politics_r_1,simple,ok,,1194
allsides,allsides_politics_r_1,vanilla,ok,,1138
allsides,allsides_politics_r_2,cot_fewshot_mft,ok,,1554
allsides,allsides_politics_r_2,cot_fewshot,ok,,22390
allsides,allsides_politics_r_2,cot,ok,,1339
allsides,allsides_politics_r_2,oracle,ok,,1218
allsides,allsides_politics_r_2,simple_fewshot_mft,ok,,1153
allsides,allsides_politics_r_2,simple_fewshot,ok,,1311
allsides,allsides_politics_r_2,simple,ok,,1143
allsides,allsides_politics_r_2,vanilla,ok,,886
allsides,allsides_politics_r_3,cot_fewshot_mft,ok,,1220
allsides,allsides_politics_r_3,cot_fewshot,ok,,977
allsides,allsides_politics_r_3,cot,ok,,1076
allsides,allsides_politics_r_3,oracle,ok,,1085
allsides,allsides_politics_r_3,simple_fewshot_mft,ok,,1122
allsides,allsides_politics_r_3,simple_fewshot,ok,,1158
allsides,allsides_politics_r_3,simple,ok,,1099
allsides,allsides_politics_r_3,vanilla,ok,,885
allsides,allsides_politics_r_4,cot_fewshot_mft,ok,,1875
allsides,allsides_politics_r_4,cot_fewshot,ok,,1519
allsides,allsides_politics_r_4,cot,ok,,1177
allsides,allsides_politics_r_4,oracle,ok,,1317
allsides,allsides_politics_r_4,simple_fewshot_mft,ok,,1125
allsides,allsides_politics_r_4,simple_fewshot,ok,,1073
allsides,allsides_politics_r_4,simple,ok,,1204
allsides,allsides_politics_r_4,vanilla,ok,,982
allsides,allsides_politics_r_5,cot_fewshot_mft,ok,,1389
allsides,allsides_politics_r_5,cot_fewshot,ok,,1192
allsides,allsides_politics_r_5,cot,ok,,1199
allsides,allsides_politics_r_5,oracle,ok,,1351
allsides,allsides_politics_r_5,simple_fewshot_mft,ok,,1292
allsides,allsides_politics_r_5,simple_fewshot,ok,,1099
allsides,allsides_politics_r_5,simple,ok,,1170
allsides,allsides_politics_r_5,vanilla,ok,,1041
allsides,allsides_race_and_racism_c_1,cot_fewshot_mft,ok,,1463
allsides,allsides_race_and_racism_c_1,cot_fewshot,ok,,1090
allsides,allsides_race_and_racism_c_1,cot,ok,,1204
allsides,allsides_race_and_racism_c_1,oracle,ok,,1125
allsides,allsides_race_and_racism_c_1,simple_fewshot_mft,ok,,1048
allsides,allsides_race_and_racism_c_1,simple_fewshot,ok,,1121
allsides,allsides_race_and_racism_c_1,simple,ok,,1095
allsides,allsides_race_and_racism_c_1,vanilla,ok,,1095
allsides,allsides_race_and_racism_c_2,cot_fewshot_mft,ok,,1558
allsides,allsides_race_and_racism_c_2,cot_fewshot,ok,,1366
allsides,allsides_race_and_racism_c_2,cot,ok,,1400
allsides,allsides_race_and_racism_c_2,oracle,ok,,1391
allsides,allsides_race_and_racism_c_2,simple_fewshot_mft,ok,,1225
allsides,allsides_race_and_racism_c_2,simple_fewshot,ok,,1178
allsides,allsides_race_and_racism_c_2,simple,ok,,1159
allsides,allsides_race_and_racism_c_2,vanilla,ok,,1023
allsides,allsides_race_and_racism_c_3,cot_fewshot_mft,refusal,moderation,67
allsides,allsides_race_and_racism_c_3,cot_fewshot,refusal,moderation,67
allsides,allsides_race_and_racism_c_3,cot,ok,,1473
allsides,allsides_race_and_racism_c_3,oracle,ok,,1275
allsides,allsides_race_and_racism_c_3,simple_fewshot_mft,refusal,moderation,67
allsides,allsides_race_and_racism_c_3,simple_fewshot,refusal,moderation,67
allsides,allsides_race_and_racism_c_3,simple,ok,,1046
allsides,allsides_race_and_racism_c_3,vanilla,ok,,1194
allsides,allsides_race_and_racism_c_4,cot_fewshot_mft,refusal,moderation,67
allsides,allsides_race_and_racism_c_4,cot_fewshot,refusal,moderation,67
allsides,allsides_race_and_racism_c_4,cot,ok,,1159
allsides,allsides_race_and_racism_c_4,oracle,ok,,1363
allsides,allsides_race_and_racism_c_4,simple_fewshot_mft,ok,,1287
allsides,allsides_race_and_racism_c_4,simple_fewshot,refusal,moderation,67
allsides,allsides_race_and_racism_c_4,simple,ok,,907
allsides,allsides_race_and_racism_c_4,vanilla,ok,,1302
allsides,allsides_race_and_racism_c_5,cot_fewshot_mft,refusal,moderation,67
allsides,allsides_race_and_racism_c_5,cot_fewshot,refusal,moderation,67
allsides,allsides_race_and_racism_c_5,cot,ok,,878
allsides,allsides_race_and_racism_c_5,oracle,ok,,1208
allsides,allsides_race_and_racism_c_5,simple_fewshot_mft,refusal,moderation,67
allsides,allsides_race_and_racism_c_5,simple_fewshot,ok,,1203
allsides,allsides_race_and_racism_c_5,simple,ok,,1084
allsides,allsides_race_and_racism_c_5,vanilla,ok,,1094
allsides,allsides_race_and_racism_l_1,cot_fewshot_mft,ok,,17775
allsides,allsides_race_and_racism_l_1,cot_fewshot,ok,,1156
allsides,allsides_race_and_racism_l_1,cot,ok,,1265
